ID,loss,complexity,MSE,picked_equation,substituted_form
0,4.4279096e-13,19,2.8731029066849902e-08,-7.7250128774112e-7*x0*x3 + 0.0024063708*x0 + 0.0001648447*x1 + 4.008842e-6*x3 + 0.000111773596,-7.7250128774112e-7*dx*x + 4.008842e-6*dx + 0.0001648447*x**2 + 0.0024063708*x + 0.000111773596
1,2.3572518e-13,23,1.5295228963633857e-08,0.0001508524*x0**2 - 7.7566415e-7*x0*x2*x3 + 0.0001508524*x0*x2 - 7.7566415e-7*x0*x3 + 0.0024067322*x0 + 4.0100667e-6*x3 + 0.00011186983,-7.7566415e-7*dx*x**4 - 7.7566415e-7*dx*x + 4.0100667e-6*dx + 0.0001508524*x**4 + 0.0001508524*x**2 + 0.0024067322*x + 0.00011186983
2,3.81188e-13,17,2.473377386639816e-08,-7.735921e-7*x0*x3 + 0.0023902487*x0 + 2.09187697314285e-13*x3*x4 + 4.0052437e-6*x3 - 6.46349182678395e-10*x4 + 0.00012624648,2.09187697314285e-13*dx**3 - 6.46349182678395e-10*dx**2 - 7.735921e-7*dx*x + 4.0052437e-6*dx + 0.0023902487*x + 0.00012624648
3,2.3259088e-13,21,1.5091961683906966e-08,-3.18135237193411e-5*x0*x1 - 7.8630677e-7*x0*x3 + 0.0024081788*x0 - 6.3559373377687e-6*x1**2 - 1.5709409e-7*x1*x3 + 0.000162325563623168*x1 + 4.0120576e-6*x3 + 0.00011181751,-1.5709409e-7*dx*x**2 - 7.8630677e-7*dx*x + 4.0120576e-6*dx - 6.3559373377687e-6*x**4 - 3.18135237193411e-5*x**3 + 0.000162325563623168*x**2 + 0.0024081788*x + 0.00011181751
4,2.1530274e-13,27,1.3970209714724857e-08,0.00014620108*x0*x2 - 7.703946e-7*x0*x3 + 0.002406269*x0 + 0.00014620108*x1 + 5.6763271075184e-13*x3*x4 + 3.999047e-6*x3 + 0.00011209066,5.6763271075184e-13*dx**3 - 7.703946e-7*dx*x + 3.999047e-6*dx + 0.00014620108*x**4 + 0.00014620108*x**2 + 0.002406269*x + 0.00011209066
5,1.7772711e-13,27,1.153195576160241e-08,-7.827447e-7*x0*x3 + 0.002396035*x0 - 1.231288722888e-7*x1*x3 - 8.299038e-5*x2 - 5.8505203723602e-10*x3**2 + 4.011847e-6*x3 + 0.00012524592,-5.8505203723602e-10*dx**2 - 1.231288722888e-7*dx*x**2 - 7.827447e-7*dx*x + 4.011847e-6*dx - 8.299038e-5*x**3 + 0.002396035*x + 0.00012524592
6,3.1278772e-13,25,2.0295573646118097e-08,0.0001657465*x0**2 - 7.705764e-7*x0*x3 + 2.7101298060645e-10*x0*x4 + 0.0024048872*x0 + 4.0094174e-6*x3 + 0.0001118081,2.7101298060645e-10*dx**2*x - 7.705764e-7*dx*x + 4.0094174e-6*dx + 0.0001657465*x**2 + 0.0024048872*x + 0.0001118081
7,4.544185e-13,17,2.9485404997827717e-08,-7.727983e-7*x0*x3 + 0.0024060982*x0 + 0.00016770705*x1 + 4.0086065e-6*x3 + 0.00011160801,-7.727983e-7*dx*x + 4.0086065e-6*dx + 0.00016770705*x**2 + 0.0024060982*x + 0.00011160801
8,2.1089888e-13,27,1.3684517972543756e-08,-1.86930401661084e-9*x0**2*x4 + 0.00016795601*x0**2 - 7.771198e-7*x0*x2*x3 - 7.771198e-7*x0*x3 + 0.0024055133*x0 + 4.0095247e-6*x3 + 0.000112152906,-1.86930401661084e-9*dx**2*x**2 - 7.771198e-7*dx*x**4 - 7.771198e-7*dx*x + 4.0095247e-6*dx + 0.00016795601*x**2 + 0.0024055133*x + 0.000112152906
9,4.448431e-13,19,2.8864277918095275e-08,-7.685499e-7*x0*x3 + 0.0024066058*x0 + 0.000167055*x1 + 4.00911e-6*x3 + 0.00011169027,-7.685499e-7*dx*x + 4.00911e-6*dx + 0.000167055*x**2 + 0.0024066058*x + 0.00011169027
