MSE,picked_equation,coeff A,coeff B,coeff C,coeff D
0.00034143161023729034,-0.298948197312871*sin(509.329556264268*x0 + 1.61811251390006) - 0.0496719547053926,-0.2989481973128712,509.3295562642678,1.618112513900061,-0.04967195470539264
