num_terms_removed,MSE,actual_eqn,removed_terms,full_eqn
0,5.868090526591288e-13,2.6025858e-6*dx*x**4 + 4.5950265902196e-6*dx*x**3 - 4.9753924e-7*dx*x**2 - 8.7843637565288e-7*dx*x + 7.556975e-6*dx + 0.0006002675*x**2 + 0.001059809487835*x + 2.4271296e-5,[],2.6025858e-6*dx*x**4 + 4.5950265902196e-6*dx*x**3 - 4.9753924e-7*dx*x**2 - 8.7843637565288e-7*dx*x + 7.556975e-6*dx + 0.0006002675*x**2 + 0.001059809487835*x + 2.4271296e-5
1,6.86456649706081e-13,4.5950265902196e-6*dx*x**3 - 4.9753924e-7*dx*x**2 - 8.7843637565288e-7*dx*x + 7.556975e-6*dx + 0.0006002675*x**2 + 0.001059809487835*x + 2.4271296e-5,[dx*x**4],2.6025858e-6*dx*x**4 + 4.5950265902196e-6*dx*x**3 - 4.9753924e-7*dx*x**2 - 8.7843637565288e-7*dx*x + 7.556975e-6*dx + 0.0006002675*x**2 + 0.001059809487835*x + 2.4271296e-5
2,4.015878815092279e-12,-4.9753924e-7*dx*x**2 - 8.7843637565288e-7*dx*x + 7.556975e-6*dx + 0.0006002675*x**2 + 0.001059809487835*x + 2.4271296e-5,"[dx*x**4, dx*x**3]",2.6025858e-6*dx*x**4 + 4.5950265902196e-6*dx*x**3 - 4.9753924e-7*dx*x**2 - 8.7843637565288e-7*dx*x + 7.556975e-6*dx + 0.0006002675*x**2 + 0.001059809487835*x + 2.4271296e-5
3,7.208426596371569e-12,-8.7843637565288e-7*dx*x + 7.556975e-6*dx + 0.0006002675*x**2 + 0.001059809487835*x + 2.4271296e-5,"[dx*x**4, dx*x**3, dx*x**2]",2.6025858e-6*dx*x**4 + 4.5950265902196e-6*dx*x**3 - 4.9753924e-7*dx*x**2 - 8.7843637565288e-7*dx*x + 7.556975e-6*dx + 0.0006002675*x**2 + 0.001059809487835*x + 2.4271296e-5
4,1.335256673144765e-09,-8.7843637565288e-7*dx*x + 7.556975e-6*dx + 0.001059809487835*x + 2.4271296e-5,"[dx*x**4, dx*x**3, dx*x**2, x**2]",2.6025858e-6*dx*x**4 + 4.5950265902196e-6*dx*x**3 - 4.9753924e-7*dx*x**2 - 8.7843637565288e-7*dx*x + 7.556975e-6*dx + 0.0006002675*x**2 + 0.001059809487835*x + 2.4271296e-5
5,1.350396620052625e-09,7.556975e-6*dx + 0.001059809487835*x + 2.4271296e-5,"[dx*x**4, dx*x**3, dx*x**2, x**2, dx*x]",2.6025858e-6*dx*x**4 + 4.5950265902196e-6*dx*x**3 - 4.9753924e-7*dx*x**2 - 8.7843637565288e-7*dx*x + 7.556975e-6*dx + 0.0006002675*x**2 + 0.001059809487835*x + 2.4271296e-5
