num_terms_removed,MSE,actual_eqn,removed_terms,full_eqn
0,2.8788915643005427e-07,-2.43562618313372e-5*dx*x**4 - 3.38169475651002e-5*dx*x**3 + 8.569354e-6*dx*x + 1.18979421756722e-5*dx - 0.000144153034952137*x**4 - 0.000149428400090714*x**3 + 0.000197619314674531*x**2 + 0.00017581897270223*x - 1.09791647756483e-6,[],-2.43562618313372e-5*dx*x**4 - 3.38169475651002e-5*dx*x**3 + 8.569354e-6*dx*x + 1.18979421756722e-5*dx - 0.000144153034952137*x**4 - 0.000149428400090714*x**3 + 0.000197619314674531*x**2 + 0.00017581897270223*x - 1.09791647756483e-6
1,3.206178099321407e-07,-3.38169475651002e-5*dx*x**3 + 8.569354e-6*dx*x + 1.18979421756722e-5*dx - 0.000144153034952137*x**4 - 0.000149428400090714*x**3 + 0.000197619314674531*x**2 + 0.00017581897270223*x - 1.09791647756483e-6,[dx*x**4],-2.43562618313372e-5*dx*x**4 - 3.38169475651002e-5*dx*x**3 + 8.569354e-6*dx*x + 1.18979421756722e-5*dx - 0.000144153034952137*x**4 - 0.000149428400090714*x**3 + 0.000197619314674531*x**2 + 0.00017581897270223*x - 1.09791647756483e-6
2,3.878569321239654e-07,-3.38169475651002e-5*dx*x**3 + 8.569354e-6*dx*x + 1.18979421756722e-5*dx - 0.000149428400090714*x**3 + 0.000197619314674531*x**2 + 0.00017581897270223*x - 1.09791647756483e-6,"[dx*x**4, x**4]",-2.43562618313372e-5*dx*x**4 - 3.38169475651002e-5*dx*x**3 + 8.569354e-6*dx*x + 1.18979421756722e-5*dx - 0.000144153034952137*x**4 - 0.000149428400090714*x**3 + 0.000197619314674531*x**2 + 0.00017581897270223*x - 1.09791647756483e-6
3,1.054438476126115e-06,8.569354e-6*dx*x + 1.18979421756722e-5*dx - 0.000149428400090714*x**3 + 0.000197619314674531*x**2 + 0.00017581897270223*x - 1.09791647756483e-6,"[dx*x**4, x**4, dx*x**3]",-2.43562618313372e-5*dx*x**4 - 3.38169475651002e-5*dx*x**3 + 8.569354e-6*dx*x + 1.18979421756722e-5*dx - 0.000144153034952137*x**4 - 0.000149428400090714*x**3 + 0.000197619314674531*x**2 + 0.00017581897270223*x - 1.09791647756483e-6
4,1.2772449989558394e-06,8.569354e-6*dx*x + 1.18979421756722e-5*dx + 0.000197619314674531*x**2 + 0.00017581897270223*x - 1.09791647756483e-6,"[dx*x**4, x**4, dx*x**3, x**3]",-2.43562618313372e-5*dx*x**4 - 3.38169475651002e-5*dx*x**3 + 8.569354e-6*dx*x + 1.18979421756722e-5*dx - 0.000144153034952137*x**4 - 0.000149428400090714*x**3 + 0.000197619314674531*x**2 + 0.00017581897270223*x - 1.09791647756483e-6
5,1.1752402680149305e-05,8.569354e-6*dx*x + 1.18979421756722e-5*dx + 0.00017581897270223*x - 1.09791647756483e-6,"[dx*x**4, x**4, dx*x**3, x**3, x**2]",-2.43562618313372e-5*dx*x**4 - 3.38169475651002e-5*dx*x**3 + 8.569354e-6*dx*x + 1.18979421756722e-5*dx - 0.000144153034952137*x**4 - 0.000149428400090714*x**3 + 0.000197619314674531*x**2 + 0.00017581897270223*x - 1.09791647756483e-6
6,2.255161328539091e-05,1.18979421756722e-5*dx + 0.00017581897270223*x - 1.09791647756483e-6,"[dx*x**4, x**4, dx*x**3, x**3, x**2, dx*x]",-2.43562618313372e-5*dx*x**4 - 3.38169475651002e-5*dx*x**3 + 8.569354e-6*dx*x + 1.18979421756722e-5*dx - 0.000144153034952137*x**4 - 0.000149428400090714*x**3 + 0.000197619314674531*x**2 + 0.00017581897270223*x - 1.09791647756483e-6
