ID,loss,complexity,MSE,picked_equation,substituted_form
0,6.9598727e-13,27,4.515964465925621e-08,0.000437746791531438*x0*x2 - 1.02312211775119e-6*x0*x3 + 0.00195244528725992*x0 + 0.000276061974519848*x1 + 5.12674554849823e-6*x3 + 8.27433378617003e-5,-1.02312211775119e-6*dx*x + 5.12674554849823e-6*dx + 0.000437746791531438*x**4 + 0.000276061974519848*x**2 + 0.00195244528725992*x + 8.27433378617003e-5
1,1.9285391e-13,25,1.2513502334065652e-08,0.00029305046*x0**2 + 0.00029305046*x0*x2 - 1.044933e-6*x0*x3 + 0.0019519306*x0 - 3.2029192e-7*x1*x3 + 5.133658e-6*x3 + 8.211159e-5,-3.2029192e-7*dx*x**2 - 1.044933e-6*dx*x + 5.133658e-6*dx + 0.00029305046*x**4 + 0.00029305046*x**2 + 0.0019519306*x + 8.211159e-5
2,2.5514833e-13,25,1.6555419000854212e-08,-1.052055e-6*x0*x3 + 0.0019182035*x0 - 2.02862715786e-9*x1*x3**2 - 3.278615995971e-7*x1*x3 - 2.02862715786e-9*x3**2 + 5.132708e-6*x3 + 0.00011005119,-2.02862715786e-9*dx**2*x**2 - 2.02862715786e-9*dx**2 - 3.278615995971e-7*dx*x**2 - 1.052055e-6*dx*x + 5.132708e-6*dx + 0.0019182035*x + 0.00011005119
3,4.5779244e-13,27,2.970449135081495e-08,-1.0414104775671e-6*x0*x2*x3 + 8.8884692517853e-5*x0*x2 - 1.0414104775671e-6*x0*x3 + 0.0019204671*x0 - 2.00340976128303e-9*x2*x3**2 + 1.70991616134796e-7*x2*x3 - 2.00340976128303e-9*x3**2 + 5.1274028e-6*x3 + 0.000109362366630096,-2.00340976128303e-9*dx**2*x**3 - 2.00340976128303e-9*dx**2 - 1.0414104775671e-6*dx*x**4 + 1.70991616134796e-7*dx*x**3 - 1.0414104775671e-6*dx*x + 5.1274028e-6*dx + 8.8884692517853e-5*x**4 + 0.0019204671*x + 0.000109362366630096
4,9.689496e-13,21,6.287228749784317e-08,-1.00561742582828e-6*x0*x3 + 0.0019524659*x0 + 0.000341479237508101*x1 + 5.12814407173299e-6*x3 + 8.09610290250729e-5,-1.00561742582828e-6*dx*x + 5.12814407173299e-6*dx + 0.000341479237508101*x**2 + 0.0019524659*x + 8.09610290250729e-5
5,1.761903e-13,29,1.1432313375646843e-08,-1.0321935e-6*x0*x3 + 0.0019181402*x0 + 5.116041e-6*x1*x2*x3 + 1.1063320367697e-12*x1*x3**3 - 2.05591292163324e-9*x1*x3**2 + 1.1063320367697e-12*x3**3 - 2.05591292163324e-9*x3**2 + 5.116041e-6*x3 + 0.00011022404,1.1063320367697e-12*dx**3*x**2 + 1.1063320367697e-12*dx**3 - 2.05591292163324e-9*dx**2*x**2 - 2.05591292163324e-9*dx**2 + 5.116041e-6*dx*x**5 - 1.0321935e-6*dx*x + 5.116041e-6*dx + 0.0019181402*x + 0.00011022404
6,3.6884664e-13,23,2.3932949296445273e-08,-1.0378008e-6*x0*x3 + 0.0019508257*x0 - 2.441195471322e-7*x1*x3 + 0.000323782755212512*x1 + 5.1319053e-6*x3 + 8.166479e-5,-2.441195471322e-7*dx*x**2 - 1.0378008e-6*dx*x + 5.1319053e-6*dx + 0.000323782755212512*x**2 + 0.0019508257*x + 8.166479e-5
7,6.005208e-13,25,3.896543656094869e-08,-9.96343855797313e-7*x0*x3 + 0.0019519421*x0 + 0.00024158953138648*x1**2 + 0.00030009924476603*x1 + 5.12801404252403e-6*x3 + 8.20922604711588e-5,-9.96343855797313e-7*dx*x + 5.12801404252403e-6*dx + 0.00024158953138648*x**4 + 0.00030009924476603*x**2 + 0.0019519421*x + 8.20922604711588e-5
8,2.7990923e-13,27,1.8162244682339407e-08,-1.0783139e-6*x0*x3 + 0.0019173808*x0 + 1.26615575005444e-12*x2*x3*x5 + 1.25787667159302e-6*x2*x3 - 2.06504530649632e-9*x3**2 + 5.1284815e-6*x3 + 0.000110116445,1.26615575005444e-12*dx**4*x**3 - 2.06504530649632e-9*dx**2 + 1.25787667159302e-6*dx*x**3 - 1.0783139e-6*dx*x + 5.1284815e-6*dx + 0.0019173808*x + 0.000110116445
9,2.7792317e-13,21,1.8033126566309735e-08,5.18392671307875e-8*x0*x1*x3 - 6.398676353316e-5*x0*x1 - 1.0364055e-6*x0*x3 + 0.0019554563*x0 - 2.56706198352975e-7*x1*x3 + 0.00031686016644616*x1 + 5.132243e-6*x3 + 8.173883e-5,5.18392671307875e-8*dx*x**3 - 2.56706198352975e-7*dx*x**2 - 1.0364055e-6*dx*x + 5.132243e-6*dx - 6.398676353316e-5*x**3 + 0.00031686016644616*x**2 + 0.0019554563*x + 8.173883e-5
