ID,loss,complexity,MSE,expanded_form,substituted_form
0,2.0217697e-12,13,4.0303982999572334e-07,8.405432e-6*x0**3 + 4.54337866082184e-5*x0**2 + 8.405432e-6*x0*x1 + 5.12371092773888e-5*x0 + 1.34763736497488e-5*x1,8.405432e-6*dx*x + 1.34763736497488e-5*dx + 8.405432e-6*x**3 + 4.54337866082184e-5*x**2 + 5.12371092773888e-5*x
1,1.8297718e-12,15,3.6476502726522837e-07,4.0768704e-5*x0**2 + 8.261849e-6*x0*x1 + 5.08829107016519e-5*x0 + 1.34802790315002e-5*x1 + 5.74698304043863e-7,8.261849e-6*dx*x + 1.34802790315002e-5*dx + 4.0768704e-5*x**2 + 5.08829107016519e-5*x + 5.74698304043863e-7
2,1.8053728e-12,15,3.5990108414113554e-07,5.19451940940922e-5*x0**2 + 8.31671499335094e-6*x0*x1 + 5.19451940940922e-5*x0 + 1.3463861e-5*x1,8.31671499335094e-6*dx*x + 1.3463861e-5*dx + 5.19451940940922e-5*x**2 + 5.19451940940922e-5*x
3,1.8010803e-12,15,3.590453922330289e-07,5.208897562437e-5*x0**2 + 8.1828670430775e-6*x0*x1 + 5.208897562437e-5*x0 + 1.3469934e-5*x1,8.1828670430775e-6*dx*x + 1.3469934e-5*dx + 5.208897562437e-5*x**2 + 5.208897562437e-5*x
4,1.3184588e-12,23,2.6283474287803295e-07,-1.78071638858796e-5*x0**4*x1 - 8.90541786153641e-5*x0**4 - 2.57570528231966e-5*x0**3*x1 - 0.000128811819637444*x0**3 - 2.65930266669223e-7*x0**2*x1 + 3.97317910874566e-5*x0**2 + 9.3701365e-6*x0*x1 + 5.93934446902479e-5*x0 + 1.3455928e-5*x1 + 6.13211251042548e-7,-1.78071638858796e-5*dx*x**4 - 2.57570528231966e-5*dx*x**3 - 2.65930266669223e-7*dx*x**2 + 9.3701365e-6*dx*x + 1.3455928e-5*dx - 8.90541786153641e-5*x**4 - 0.000128811819637444*x**3 + 3.97317910874566e-5*x**2 + 5.93934446902479e-5*x + 6.13211251042548e-7
5,1.5658282e-12,21,3.1214785294163953e-07,-7.9535761540508e-5*x0**4 - 0.000131882397977069*x0**3 + 3.5716934e-5*x0**2 + 8.129732e-6*x0*x1 + 5.96109070293548e-5*x0 + 1.34803330012104e-5*x1 + 6.41363885818548e-7,8.129732e-6*dx*x + 1.34803330012104e-5*dx - 7.9535761540508e-5*x**4 - 0.000131882397977069*x**3 + 3.5716934e-5*x**2 + 5.96109070293548e-5*x + 6.41363885818548e-7
6,1.8083076e-12,15,3.604861555762411e-07,5.1862964e-5*x0**2 + 8.094277e-6*x0*x1 + 5.19912937181216e-5*x0 + 1.34703205e-5*x1,8.094277e-6*dx*x + 1.34703205e-5*dx + 5.1862964e-5*x**2 + 5.19912937181216e-5*x
7,1.8119974e-12,15,3.6122167846945245e-07,5.0410057e-5*x0**2 + 8.212467e-6*x0*x1 + 5.16252166290135e-5*x0 + 1.34703196232685e-5*x1,8.212467e-6*dx*x + 1.34703196232685e-5*dx + 5.0410057e-5*x**2 + 5.16252166290135e-5*x
8,1.8031155e-12,15,3.594510659640232e-07,5.1824514e-5*x0**2 + 8.255225e-6*x0*x1 + 5.1824514e-5*x0 + 1.3479465e-5*x1,8.255225e-6*dx*x + 1.3479465e-5*dx + 5.1824514e-5*x**2 + 5.1824514e-5*x
9,1.8009557e-12,15,3.590205044941575e-07,5.1924177e-5*x0**2 + 8.235239e-6*x0*x1 + 5.1924177e-5*x0 + 1.3471646e-5*x1,8.235239e-6*dx*x + 1.3471646e-5*dx + 5.1924177e-5*x**2 + 5.1924177e-5*x
