ID,loss,complexity,MSE,picked_equation,substituted_form
0,2.0169844e-13,23,6.478215461626302e-09,-5.357469e-7*x0*x3 + 0.0027832612*x0 + 5.02907394686112e-5*x1 - 9.5988515e-5*x2 + 3.1427658e-6*x3 + 0.00013524221,-5.357469e-7*dx*x + 3.1427658e-6*dx - 9.5988515e-5*x**3 + 5.02907394686112e-5*x**2 + 0.0027832612*x + 0.00013524221
1,2.0599657e-13,23,6.616183486115146e-09,-5.376678e-7*x0*x3 + 1.91637105759264e-10*x0*x4 + 0.002769519*x0 + 3.1425234e-6*x3 - 1.51531598441448e-10*x4 + 0.00014042664,1.91637105759264e-10*dx**2*x - 1.51531598441448e-10*dx**2 - 5.376678e-7*dx*x + 3.1425234e-6*dx + 0.002769519*x + 0.00014042664
2,2.1418918e-13,25,6.8793534815096415e-09,1.99761366558099e-10*x0*x3**2 - 5.376747e-7*x0*x3 + 0.002769519*x0 - 1.59711145595109e-10*x3**2 + 3.1422392e-6*x3 + 0.00014060138,1.99761366558099e-10*dx**2*x - 1.59711145595109e-10*dx**2 - 5.376747e-7*dx*x + 3.1422392e-6*dx + 0.002769519*x + 0.00014060138
3,2.0246375e-13,27,6.502768564019938e-09,2.4490287299739e-10*x0*x3**2 - 5.3349569422023e-7*x0*x3 + 0.002769051*x0 - 1.50209904548337e-10*x3**2 + 3.1424288e-6*x3 + 0.00014044829,2.4490287299739e-10*dx**2*x - 1.50209904548337e-10*dx**2 - 5.3349569422023e-7*dx*x + 3.1424288e-6*dx + 0.002769051*x + 0.00014044829
4,2.0701821e-13,21,6.6491166170369945e-09,-0.0001057346*x0*x1 - 5.3586587e-7*x0*x3 + 0.0027790358*x0 + 3.1423756e-6*x3 - 1.269997e-10*x4 + 0.00013960425,-1.269997e-10*dx**2 - 5.3586587e-7*dx*x + 3.1423756e-6*dx - 0.0001057346*x**3 + 0.0027790358*x + 0.00013960425
5,2.0426586e-13,21,6.560625464502959e-09,1.1409346664426e-5*x0**2*x1 - 7.5317223263614e-5*x0*x1 - 5.375089e-7*x0*x3 + 0.0027819886*x0 + 5.03515322799411e-5*x1 + 3.142558e-6*x3 + 0.0001352798,-5.375089e-7*dx*x + 3.142558e-6*dx + 1.1409346664426e-5*x**4 - 7.5317223263614e-5*x**3 + 5.03515322799411e-5*x**2 + 0.0027819886*x + 0.0001352798
6,2.0386057e-13,23,6.547633569468609e-09,-9.627706990865e-5*x0*x1 - 5.358775e-7*x0*x3 + 0.0027829532*x0 + 4.83048463617375e-5*x1 + 3.1425175e-6*x3 + 0.00013537644,-5.358775e-7*dx*x + 3.1425175e-6*dx - 9.627706990865e-5*x**3 + 4.83048463617375e-5*x**2 + 0.0027829532*x + 0.00013537644
7,2.018703e-13,21,6.483672953070442e-09,-5.3500366e-7*x0*x3 + 0.0027824638*x0 + 5.0772447e-5*x1 - 8.778745e-5*x2 + 3.1423513e-6*x3 + 0.000135231473294231,-5.3500366e-7*dx*x + 3.1423513e-6*dx - 8.778745e-5*x**3 + 5.0772447e-5*x**2 + 0.0027824638*x + 0.000135231473294231
8,2.0674852e-13,21,6.640354001893763e-09,-5.342837e-7*x0*x3 + 0.0027819087*x0 + 5.2770396e-5*x1 - 7.43627808307356e-5*x2 + 3.14244964119408e-6*x3 + 0.00013522705,-5.342837e-7*dx*x + 3.14244964119408e-6*dx - 7.43627808307356e-5*x**3 + 5.2770396e-5*x**2 + 0.0027819087*x + 0.00013522705
9,2.2006801e-13,23,7.06813837464535e-09,-5.3736926e-7*x0*x3 + 0.0027814684*x0 + 5.5685672e-5*x1 - 6.27388112496936e-5*x2 + 3.1423476e-6*x3 + 0.00013514856,-5.3736926e-7*dx*x + 3.1423476e-6*dx - 6.27388112496936e-5*x**3 + 5.5685672e-5*x**2 + 0.0027814684*x + 0.00013514856
