ID,loss,complexity,MSE,expanded_form,substituted_form
0,1.3473906e-05,33,1.3473913094691098e-05,0.00134021701617125*x0*x1**2*x3 - 0.8242375*x0*x1**2 - 0.00177377708688095*x0*x1*x3 + 1.09087824882625*x0*x1 + 0.000312805173869335*x0*x3 - 0.000455127714074986*x1**3*x3 + 0.000602361484065473*x1**2*x3 - 0.8242375*x1**2*x7 + 1.09087824882625*x1*x7 + 2.2787905*x1 + 0.032521366668784,-0.000455127714074986*dx**3*w - 0.8242375*dx**2*p_val + 0.00134021701617125*dx**2*w*x + 0.000602361484065473*dx**2*w - 0.8242375*dx**2*x + 1.09087824882625*dx*p_val - 0.00177377708688095*dx*w*x + 1.09087824882625*dx*x + 2.2787905*dx + 0.000312805173869335*w*x + 0.032521366668784
1,7.996638e-05,23,7.996638629001774e-05,-0.000975544595933908*x0**2*x3 + 0.84530834626084*x0**2 - 0.000975544595933908*x0*x1*x3 + 0.84530834626084*x0*x1 + 7.96909878507496e-5*x0*x3 + 0.19396223*x0*x6 - 0.069052155516808*x0 + 0.19396223*x1*x6 + 3.1688588*x1 - 0.015844526*x6,0.19396223*A_val*dx + 0.19396223*A_val*x - 0.015844526*A_val - 0.000975544595933908*dx*w*x + 0.84530834626084*dx*x + 3.1688588*dx - 0.000975544595933908*w*x**2 + 7.96909878507496e-5*w*x + 0.84530834626084*x**2 - 0.069052155516808*x
2,3.241196e-05,29,3.241198939341467e-05,0.581791850771052*x0**2 - 0.00140652506016876*x0*x1*x3 + 0.95178427547851*x0*x1 + 0.000305784875922863*x0*x3 + 0.0561910657813228*x0 + 3.3579466*x1 - 0.0193348862749074,-0.00140652506016876*dx*w*x + 0.95178427547851*dx*x + 3.3579466*dx + 0.000305784875922863*w*x + 0.581791850771052*x**2 + 0.0561910657813228*x - 0.0193348862749074
3,0.00015350268,15,0.00015350269045081986,0.5272012*x0**2 + 0.5272012*x0*x1 + 0.1582350907701*x0 + 3.3641834*x1 - 0.016924782,0.5272012*dx*x + 3.3641834*dx + 0.5272012*x**2 + 0.1582350907701*x - 0.016924782
4,3.2093787e-05,29,3.209378991490789e-05,0.5866092*x0**2 + 0.0032647840615656*x0*x1*x2*x3*x4 + x0*x1 - 0.000658863296398101*x0*x2*x3*x4 + 0.055273626*x0 + 3.3594763*x1 + x5 + 0.0303078984207482,0.0032647840615656*A*dx*p*w*x - 0.000658863296398101*A*p*w*x + c + dx*x + 3.3594763*dx + 0.5866092*x**2 + 0.055273626*x + 0.0303078984207482
5,3.4249486e-05,29,3.424948382689188e-05,0.5525963*x0**2 - 0.00147012324441996*x0*x1*x3 + x0*x1 + 0.00030518198*x0*x3 + 0.05503936*x0 + 3.3640423*x1 - 0.017876212,-0.00147012324441996*dx*w*x + dx*x + 3.3640423*dx + 0.00030518198*w*x + 0.5525963*x**2 + 0.05503936*x - 0.017876212
6,0.00015370006,15,0.0001537000698278492,0.5295471183927*x0**2 + 0.5295471183927*x0*x1 + 0.157969285615265*x0 + 3.3622146*x1 - 0.0167295177777766,0.5295471183927*dx*x + 3.3622146*dx + 0.5295471183927*x**2 + 0.157969285615265*x - 0.0167295177777766
7,3.206829e-05,27,3.2068294906028415e-05,0.5866282*x0**2 - 0.00154274610764306*x0*x1*x3 + x0*x1 + 0.00033050697*x0*x3 + 0.047152024924728*x0 + 3.3598719*x1 - 0.019193154,-0.00154274610764306*dx*w*x + dx*x + 3.3598719*dx + 0.00033050697*w*x + 0.5866282*x**2 + 0.047152024924728*x - 0.019193154
8,3.198428e-05,25,3.198428827596061e-05,0.5928584*x0**2 - 0.00149500023725712*x0*x1*x3 + x0*x1 + 0.00031198100226296*x0*x3 + 0.054371464793464*x0 + 3.3606694*x1 - 0.0196933832162199,-0.00149500023725712*dx*w*x + dx*x + 3.3606694*dx + 0.00031198100226296*w*x + 0.5928584*x**2 + 0.054371464793464*x - 0.0196933832162199
9,1.7526216e-05,29,1.7526219441047654e-05,0.000191595497827816*x0**2*x1*x3 + 0.85815486688424*x0**2 - 2.76445326719444e-7*x0*x1**2*x3**2 + 0.000191595497827816*x0*x1**2*x3 + 7.7627703659433e-8*x0*x1*x3**2 - 0.00122304181444174*x0*x1*x3 + 0.85815486688424*x0*x1 + 0.000347693930471463*x0*x3 + 0.067878376568553*x0 + 0.00075003953*x1**2*x3 - 9.55759472240964e-6*x1*x3 + 3.3594217*x1 - 0.0428083985256996,-2.76445326719444e-7*dx**2*w**2*x + 0.000191595497827816*dx**2*w*x + 0.00075003953*dx**2*w + 7.7627703659433e-8*dx*w**2*x + 0.000191595497827816*dx*w*x**2 - 0.00122304181444174*dx*w*x - 9.55759472240964e-6*dx*w + 0.85815486688424*dx*x + 3.3594217*dx + 0.000347693930471463*w*x + 0.85815486688424*x**2 + 0.067878376568553*x - 0.0428083985256996
