ID,loss,complexity,MSE,expanded_form,substituted_form
0,0.00015365737,15,0.00015365738107280512,0.533423942952824*x0**2 + 0.533423942952824*x0*x1 + 0.157781777471903*x0 + 3.36363914322946*x1 - 0.0170399816444708,0.533423942952824*dx*x + 3.36363914322946*dx + 0.533423942952824*x**2 + 0.157781777471903*x - 0.0170399816444708
1,0.00015358828,15,0.000153588264331133,0.524226981818198*x0**2 + 0.524226981818198*x0*x1 + 0.159082014263407*x0 + 3.3624697*x1 - 0.016792072,0.524226981818198*dx*x + 3.3624697*dx + 0.524226981818198*x**2 + 0.159082014263407*x - 0.016792072
2,0.00015348944,15,0.00015348944623245413,0.527314204089311*x0**2 + 0.527314204089311*x0*x1 + 0.158454298648577*x0 + 3.36330803650943*x1 - 0.0171938125842202,0.527314204089311*dx*x + 3.36330803650943*dx + 0.527314204089311*x**2 + 0.158454298648577*x - 0.0171938125842202
3,0.0001541508,15,0.000154150759626867,0.52999561531431*x0**2 + 0.52999561531431*x0*x1 + 0.160506426720651*x0 + 3.36091182672065*x1 - 0.016719835,0.52999561531431*dx*x + 3.36091182672065*dx + 0.52999561531431*x**2 + 0.160506426720651*x - 0.016719835
4,0.00015364686,15,0.00015364689067779455,0.531844*x0**2 + 0.531844*x0*x1 + 0.15678362237*x0 + 3.3622334*x1 - 0.017313305,0.531844*dx*x + 3.3622334*dx + 0.531844*x**2 + 0.15678362237*x - 0.017313305
5,0.0001537481,15,0.0001537481167199302,0.51449823*x0**2 + 0.51449823*x0*x1 + 0.155805910589484*x0 + 3.36331622386205*x1 - 0.0163663227290378,0.51449823*dx*x + 3.36331622386205*dx + 0.51449823*x**2 + 0.155805910589484*x - 0.0163663227290378
6,0.00015406126,15,0.0001540612662379319,0.52192575*x0**2 + 0.52192575*x0*x1 + 0.157243858834725*x0 + 3.3645573*x1 - 0.01613469,0.52192575*dx*x + 3.3645573*dx + 0.52192575*x**2 + 0.157243858834725*x - 0.01613469
7,0.00015348816,15,0.00015348816229804888,0.52970344*x0**2 + 0.52970344*x0*x1 + 0.158112800698126*x0 + 3.3637574*x1 - 0.017028349,0.52970344*dx*x + 3.3637574*dx + 0.52970344*x**2 + 0.158112800698126*x - 0.017028349
8,0.00015359014,15,0.00015359014809141218,0.526622354638484*x0**2 + 0.526622354638484*x0*x1 + 0.158787920174339*x0 + 3.3621068*x1 - 0.016776448,0.526622354638484*dx*x + 3.3621068*dx + 0.526622354638484*x**2 + 0.158787920174339*x - 0.016776448
9,0.00015405587,15,0.00015405587522188913,0.53569704*x0**2 + 0.53569704*x0*x1 + 0.158302246627162*x0 + 3.3631194*x1 - 0.018075818,0.53569704*dx*x + 3.3631194*dx + 0.53569704*x**2 + 0.158302246627162*x - 0.018075818
