ID,set_equation,picked_equation,loss,complexity,MSE,%diff_to_set_coeff_0,%diff_to_set_coeff_1,%diff_to_set_coeff_2,%diff_to_set_coeff_3,bad_equation
0,-70.59185440635241 + -40.54356673396313*x0 + -99.9541256772417*x0**2 + -1.9950094979072475*x0**3,-1.9950007*x0**3 - 99.954124*x0**2 - 40.543575*x0 - 70.59186,4.6449712e-11,13,2.6801318421631043e-08,7.92392781440717e-6,2.03880357123183e-5,-1.67801148903402e-6,-0.000440995757494995,0
1,-47.42597347120534 + 51.10444542955247*x0 + -46.012449540245214*x0**2 + -49.30167703564392*x0**3,-66.24955*sin(1.4758667*x0 + 3.3730395) - sinh(1.4114853*x0 + 4.105875) - 32.82794 + 0.490850627799793*exp(-2.3471305*sinh(x0)),0.0010368449,25,1.0368596191144908,-30.7806722830234,-100.000000000000,-100.000000000000,-100.000000000000,1
2,54.20874737927562 + 50.427645730795604*x0 + -2.3169831597864743*x0**2 + 90.14273336637586*x0**3,x0*sin(x0)*cos(x0 - sinh(cos(x0 + 0.47800526))) - 2.860735*x0*sin(x0) - 242.59004*sin(x0) + 292.95557*sinh(x0) + 54.20836,2.8326322e-05,25,0.028331001432086635,-0.000714606579842273,1.98303923474522*sin(x0)*cos(x0 - sinh(cos(x0 + 0.47800526))) - 5.67294974520887*sin(x0) - 100.0,-100.000000000000,-100.000000000000,1
3,8.270927274839224 + 74.31647315129578*x0 + -22.213440784359292*x0**2 + 23.57970771843337*x0**3,23.579706*x0**3 - 22.213442*x0**2 + 74.316475*x0 + 8.270927,1.14812855e-11,15,1.213112156281565e-09,-3.32295538634304e-6,2.48761026606654e-6,5.47254574335232e-6,-7.28776364694291e-6,0
4,-89.24899127855423 + -57.46830071442197*x0 + -52.8172119516787*x0**2 + 21.804537849738878*x0**3,11.498509**x0 - 162.07634*x0 + sinh(x0 - 5.325825) + asinh(cos(2*x0 + tan(x0))) + 11.59452,0.0073012337,23,7.301144114348089,-112.991205652748,182.027375066140,-100.000000000000,-100.000000000000,1
5,77.32933004993748 + 77.52904736780238*x0 + 84.72488683985313*x0**2 + 27.19112512818039*x0**3,-x0 + 19.3864622439297*exp(sin(1.4173363*x0 + 0.0433508153174834))*exp(cosh(x0)) - sin(cosh(acos(x0) - 0.28367108)) + 23.3834668,0.027606461,26,27.606681173364873,-69.7611930881859,-101.289839142813,-100.000000000000,-100.000000000000,1
6,-75.50417295689635 + 64.90981481302575*x0 + 33.04216032592157*x0**2 + 4.64476089026337*x0**3,sin(tan(sin(tan(sin(tan(x0)))))) + cosh(x0 + sin(x0 - tanh(asinh(asin(atan(x0))) - 1.4542876)) + 3.6642263) - 118.12134,0.0006514742,25,0.651551807271879,56.4434591812996,-100.000000000000,-100.000000000000,-100.000000000000,1
7,-48.20846144677016 + 66.09293336418588*x0 + 71.68834946864536*x0**2 + 99.62619413876257*x0**3,66.41147*x0 + 132.89273845497*exp(x0) - 66.41147*sin(2.092685*x0) - sin(2.65883480287133*x0 + 2.65883480287133*asin(x0) + 2.56700864599901) - 180.522267724771,0.13119566,25,131.19562757797095,274.461790123911,0.481952637899893,-100.000000000000,-100.000000000000,1
8,-89.04737965841024 + -54.301797194770465*x0 + -41.00251011332614*x0**2 + 17.52617305360424*x0**3,17.526167*x0**3 - 41.00251*x0**2 - 54.301792*x0 - 89.04738,2.5203917e-11,15,1.4476558039009404e-09,3.83604514065838e-7,-9.56647981207663e-6,-2.76388293043559e-7,-3.45403655425334e-5,0
9,-97.39207660740877 + -62.123913120739196*x0 + 66.05120134229512*x0**2 + -92.16284893090527*x0**3,74.60112**Abs(x0)*x0 + 0.10537552*74.60112**Abs(x0) - 2.350017*x0**2 - 23.8224442633838*x0 - 274.01953*tan(x0) + 274.01953*asinh(3.3080323**x0) - 339.326277369041,0.15798557,26,157.98651402606413,248.412611363529,-1.60968610920641*74.60112**Abs(x0) - 61.653342381887,-103.557871699898,-100.000000000000,1
