,complexity,loss,equation,score,sympy_format,lambda_format
0,1,517.56866,x0,0.0,x0,PySRFunction(X=>x0)
1,2,505.47763,tan(x0),0.023638408400616207,tan(x0),PySRFunction(X=>tan(x0))
2,3,0.10974001,x0 * 33.236183,8.43514504049352,x0*33.236183,PySRFunction(X=>x0*33.236183)
3,5,0.109448165,(x0 + -0.00049606315) * 33.236095,0.0013314822866940651,(x0 - 0.00049606315)*33.236095,PySRFunction(X=>(x0 - 0.00049606315)*33.236095)
4,7,0.109447934,-0.00049606315 + (33.23659 * (x0 + -0.00049606315)),1.0552951882727188e-06,33.23659*(x0 - 0.00049606315) - 0.00049606315,PySRFunction(X=>33.23659*(x0 - 0.00049606315) - 0.00049606315)
5,8,0.10933076,((abs(x0) * -0.00092581764) + x0) * 33.23669,0.001071164737858095,(x0 + Abs(x0)*(-0.00092581764))*33.23669,PySRFunction(X=>(x0 + Abs(x0)*(-0.00092581764))*33.23669)
6,9,0.10931847,((abs(atan(x0)) * -0.0009258175) + x0) * 33.23669,0.00011241750097120251,(x0 + Abs(atan(x0))*(-0.0009258175))*33.23669,PySRFunction(X=>(x0 + Abs(atan(x0))*(-0.0009258175))*33.23669)
7,12,0.1092274,x0 * (34.184418 - cos(tan(asinh(-15.652887 - (-0.47348842 / x0))))),0.00027780592169298187,x0*(34.184418 - cos(tan(asinh(-15.652887 - (-1)*0.47348842/x0)))),PySRFunction(X=>x0*(34.184418 - cos(tan(asinh(-15.652887 - (-1)*0.47348842/x0)))))
8,14,0.10890856,(34.1869 - cos(inv(asinh(-15.65263 - tan(inv(x0 - -0.23765701)))))) * x0,0.0014616582569024073,x0*(34.1869 - cos(inv(asinh(-tan(inv(x0 - 1*(-0.23765701))) - 15.65263)))),PySRFunction(X=>x0*(34.1869 - cos(inv(asinh(-tan(inv(x0 - 1*(-0.23765701))) - 15.65263)))))
9,16,0.108882636,(34.1869 - cos(inv(asinh((-15.65263 - tan(inv(x0 - -0.23765701))) / -1.153502)))) * x0,0.00011903144203510033,x0*(34.1869 - cos(inv(asinh((-tan(inv(x0 - 1*(-0.23765701))) - 15.65263)/(-1.153502))))),PySRFunction(X=>x0*(34.1869 - cos(inv(asinh((-tan(inv(x0 - 1*(-0.23765701))) - 15.65263)/(-1.153502))))))
10,17,0.108782165,(34.1869 - cos(inv(asinh((-15.65263 - tan(inv(x0 - -0.23765701))) / asin(x0))))) * x0,0.0009231718373748661,x0*(34.1869 - cos(inv(asinh((-tan(inv(x0 - 1*(-0.23765701))) - 15.65263)/asin(x0))))),PySRFunction(X=>x0*(34.1869 - cos(inv(asinh((-tan(inv(x0 - 1*(-0.23765701))) - 15.65263)/asin(x0))))))
11,19,0.1087401,(34.1869 - cos(inv(asinh((tan(inv(x0 - -0.23765701)) - -15.65263) / sin(-0.26789922 + x0))))) * x0,0.00019338250511672194,x0*(34.1869 - cos(inv(asinh((tan(inv(x0 - 1*(-0.23765701))) - 1*(-15.65263))/sin(x0 - 0.26789922))))),PySRFunction(X=>x0*(34.1869 - cos(inv(asinh((tan(inv(x0 - 1*(-0.23765701))) - 1*(-15.65263))/sin(x0 - 0.26789922))))))
12,20,0.10869784,(34.1869 - cos(inv(asinh((tan(inv(x0 - -0.23765701)) - -15.65263) / sin(-0.26789922 + asin(x0)))))) * x0,0.0003887086175679268,x0*(34.1869 - cos(inv(asinh((tan(inv(x0 - 1*(-0.23765701))) - 1*(-15.65263))/sin(asin(x0) - 0.26789922))))),PySRFunction(X=>x0*(34.1869 - cos(inv(asinh((tan(inv(x0 - 1*(-0.23765701))) - 1*(-15.65263))/sin(asin(x0) - 0.26789922))))))
