Hz,voltage_MSE,voltage_eqn,dv_dt_eqn
9,0.018790316992806706,-0.299838027154127*sin(56.5492182859256*x0 + 1.56799955084911) - 0.0452512658173993,-16.95560604796*cos(56.5492182859256*x0 + 1.56799955084911)
