ID,loss,complexity,MSE,expanded_form,substituted_form
0,7.532586e-12,29,4.972786577709368e-07,-2.46205212071206e-6*x0**3*x1**2 - 3.24602974674306e-5*x0**3*x1 + 3.84050413861984e-7*x0**2*x1**2 + 5.06341460912874e-6*x0**2*x1 + 2.10929610600149e-7*x0*x1**2 + 2.78094758724682e-6*x0*x1 + 0.00013626466*x0 + 8.685537e-6*x1 + 5.62696e-6,-2.46205212071206e-6*dx**2*x**3 + 3.84050413861984e-7*dx**2*x**2 + 2.10929610600149e-7*dx**2*x - 3.24602974674306e-5*dx*x**3 + 5.06341460912874e-6*dx*x**2 + 2.78094758724682e-6*dx*x + 8.685537e-6*dx + 0.00013626466*x + 5.62696e-6
1,6.5435136e-12,31,4.319831822815118e-07,8.709224e-6*x0**2*x1 + 1.63012576284269e-9*x0*x1**4 + 5.0169946440872e-10*x0*x1**3*x3 - 1.65829286891142e-8*x0*x1**3 - 5.10368379624185e-9*x0*x1**2*x3 + 0.00014342144*x0 + 8.709224e-6*x1 + 7.4637155e-6,1.63012576284269e-9*dx**4*x + 5.0169946440872e-10*dx**3*w*x - 1.65829286891142e-8*dx**3*x - 5.10368379624185e-9*dx**2*w*x + 8.709224e-6*dx*x**2 + 8.709224e-6*dx + 0.00014342144*x + 7.4637155e-6
2,8.809287e-12,31,5.786955587251067e-07,5.8104637120668e-10*x0*x1**4 + 4.442847e-9*x0*x1**3 + 0.00013305145*x0 - 2.8223207781735e-9*x1**3 + 9.39999999993724e-6*x1 + 7.6956898300878e-6,5.8104637120668e-10*dx**4*x + 4.442847e-9*dx**3*x - 2.8223207781735e-9*dx**3 + 9.39999999993724e-6*dx + 0.00013305145*x + 7.6956898300878e-6
3,1.0093804e-11,29,6.665998522226482e-07,4.03697886102091e-10*x0*x1**4 + 2.55808938408361e-9*x0*x1**3 + 0.00013850722*x0 - 1.9519621679131e-9*x1**3 - 1.23688874075714e-8*x1**2 + 9.2231292963344e-6*x1 + x4 - 1.5679904,4.03697886102091e-10*dx**4*x + 2.55808938408361e-9*dx**3*x - 1.9519621679131e-9*dx**3 - 1.23688874075714e-8*dx**2 + 9.2231292963344e-6*dx + p + 0.00013850722*x - 1.5679904
4,7.594256e-12,25,5.01350064771876e-07,8.5662396e-5*x0**3*x1**2*x5 - 5.3003436200208e-5*x0**3*x1 - 5.38738860709224e-6*x0*x1**2*x5 + 3.33343592586111e-6*x0*x1 + 8.5662396e-5*x0*x4 + 8.771832e-6*x1 + 6.727055e-6,8.5662396e-5*c*dx**2*x**3 - 5.38738860709224e-6*c*dx**2*x - 5.3003436200208e-5*dx*x**3 + 3.33343592586111e-6*dx*x + 8.771832e-6*dx + 8.5662396e-5*p*x + 6.727055e-6
5,6.2576866e-12,33,4.1311374710691436e-07,-5.1009242899445e-6*x0**3*x1**2 - 2.23808128640983e-5*x0**3*x1 - 1.43674179874842e-7*x0**2*x1**2 + 6.61508955889133e-6*x0**2*x1 + 3.17902394978729e-5*x0**2 + 1.93199570737603e-7*x0*x1**2 + 2.3634941470948e-6*x0*x1 + 0.000145797785127041*x0 + 8.658215e-6*x1 + 5.273513e-6,-5.1009242899445e-6*dx**2*x**3 - 1.43674179874842e-7*dx**2*x**2 + 1.93199570737603e-7*dx**2*x - 2.23808128640983e-5*dx*x**3 + 6.61508955889133e-6*dx*x**2 + 2.3634941470948e-6*dx*x + 8.658215e-6*dx + 3.17902394978729e-5*x**2 + 0.000145797785127041*x + 5.273513e-6
6,9.011828e-12,27,5.949337607868149e-07,6.24300900068309e-10*x0*x1**4 + 2.7436594908941e-9*x0*x1**3 + 0.00013290884*x0 - 2.92429693346154e-9*x1**3 + 9.420118e-6*x1 + 7.5003186758596e-6,6.24300900068309e-10*dx**4*x + 2.7436594908941e-9*dx**3*x - 2.92429693346154e-9*dx**3 + 9.420118e-6*dx + 0.00013290884*x + 7.5003186758596e-6
7,7.334773e-12,23,4.842199802750464e-07,-4.0524365e-6*x0**3*x1**2 - 4.90864480694577e-5*x0**3*x1 + 2.49170278692528e-7*x0*x1**2 + 3.0181556072484e-6*x0*x1 + 0.00013650121*x0 + 8.783591e-6*x1 + 6.551925e-6,-4.0524365e-6*dx**2*x**3 + 2.49170278692528e-7*dx**2*x - 4.90864480694577e-5*dx*x**3 + 3.0181556072484e-6*dx*x + 8.783591e-6*dx + 0.00013650121*x + 6.551925e-6
8,4.7803562e-12,37,3.1558487093327123e-07,-1.94224099375817e-10*x0**3*x1**4*x3 - 4.43120392817451e-10*x0**2*x1**5 + 5.39133095433084e-10*x0**2*x1**3*x3 + 1.23002691116581e-9*x0*x1**4 - 1.308547461273e-9*x0*x1**2*x3 + 0.00013647207*x0 - 2.9854383e-9*x1**3 + 9.6228e-6*x1 + 7.224958e-6,-4.43120392817451e-10*dx**5*x**2 - 1.94224099375817e-10*dx**4*w*x**3 + 1.23002691116581e-9*dx**4*x + 5.39133095433084e-10*dx**3*w*x**2 - 2.9854383e-9*dx**3 - 1.308547461273e-9*dx**2*w*x + 9.6228e-6*dx + 0.00013647207*x + 7.224958e-6
9,9.782416e-12,33,6.45805801791512e-07,-0.000191351863005398*x0**2*x1*x5 - 0.000659278102189212*x0**2*x5 - 1.60357937934326e-7*x0*x1**3*x5 - 2.12074638357605e-6*x0*x1**2*x5 - 5.40321583981718e-6*x0*x1*x5 + 0.00013577107*x0 - 0.000191351863005398*x1*x5 + 6.020198e-6,-1.60357937934326e-7*c*dx**3*x - 2.12074638357605e-6*c*dx**2*x - 0.000191351863005398*c*dx*x**2 - 5.40321583981718e-6*c*dx*x - 0.000191351863005398*c*dx - 0.000659278102189212*c*x**2 + 0.00013577107*x + 6.020198e-6
