point_id,measurementpart_id,t,x,y,z,q,statusbyte
1,1,6.09999988228083e-05,6.09999988228083e-05,7.78480170993134e-07,0.000863560824654996,4.74872895141608e-11,344064
2,1,0.000121999997645617,0.000121999997645617,5.78316303290194e-06,0.000552630343008786,4.00260227713287e-10,344064
3,1,0.000182999996468425,0.000182999996468425,8.48469517222838e-06,0.00148542178794742,9.17826623231106e-10,344064
4,1,0.000243999995291233,0.000243999995291233,1.08500917122001e-05,0.00335100456140935,1.57968220490267e-09,344064
5,1,0.000304999994114041,0.000304999994114041,1.25058695630287e-05,0.0039728656411171,2.34254023352562e-09,344064
6,1,0.00036599999293685,0.00036599999293685,1.35391746880487e-05,0.00521658733487129,3.16842987355838e-09,344064
7,1,0.000426999991759658,0.000426999991759658,1.48588178490172e-05,0.00646030949428678,4.07481774485675e-09,344064
8,1,0.000487999990582466,0.000487999990582466,1.65021447173785e-05,0.00739310123026371,5.08144855319065e-09,344064
9,1,0.000548999989405274,0.000548999989405274,1.75105524249375e-05,0.00894775334745646,6.14959223049856e-09,344064
10,1,0.000609999988228083,0.000609999988228083,1.78840364242205e-05,0.009258683770895,7.24051843132308e-09,344064
11,1,0.000670999987050891,0.000670999987050891,1.89297898032237e-05,0.00956961419433355,8.39523558703573e-09,344064
12,1,0.000731999985873699,0.000731999985873699,2.10337475436972e-05,0.0123679880052805,9.67829416244051e-09,344064
13,1,0.000792999984696507,0.000792999984696507,2.15939762711059e-05,0.0129898497834802,1.09955266895577e-08,344064
14,1,0.000853999983519316,0.000853999983519316,2.09092540899292e-05,0.0139226410537958,1.22709911644292e-08,344064
15,1,0.000914999982342124,0.000914999982342124,2.24529885599623e-05,0.0151663636788726,1.36406234401554e-08,344064
16,1,0.000975999981164932,0.000975999981164932,2.29011675401125e-05,0.0148554323241115,1.50375946331432e-08,344064
17,1,0.00103699997998774,0.00103699997998774,2.4880631826818e-05,0.0164100844413042,1.65553131452898e-08,344064
18,1,0.00109799997881055,0.00109799997881055,2.44573511736235e-05,0.0176538061350584,1.80472115380899e-08,344064
19,1,0.00115899997763336,0.00115899997763336,2.56151506619062e-05,0.0179647374898195,1.96097356983122e-08,344064
20,1,0.00121999997645617,0.00121999997645617,2.51047222263878e-05,0.0204521808773279,2.11411237245688e-08,344064
21,1,0.00128099997527897,0.00128099997527897,2.7146434149472e-05,0.020763112232089,2.279705617573e-08,344064
22,1,0.00134199997410178,0.00134199997410178,2.68227486230899e-05,0.0223177652806044,2.4433243810163e-08,344064
23,1,0.00140299997292459,0.00140299997292459,2.85532223642804e-05,0.0232505556195974,2.61749903407715e-08,344064
24,1,0.0014639999717474,0.0014639999717474,2.85781206912361e-05,0.0235614851117134,2.7918255669295e-08,344064
25,1,0.00152499997057021,0.00152499997057021,2.96114267257508e-05,0.0238724164664745,2.97245526647074e-08,344064
26,1,0.00158599996939301,0.00158599996939301,3.02836961054709e-05,0.0251161381602287,3.15718580914914e-08,344064
27,1,0.00164699996821582,0.00164699996821582,3.13294513034634e-05,0.02698172070086,3.34829545841219e-08,344064
28,1,0.00170799996703863,0.00170799996703863,3.06322799588088e-05,0.0279145129024982,3.53515236255492e-08,344064
29,1,0.00176899996586144,0.00176899996586144,3.21013139910065e-05,0.0288473051041365,3.73097037412112e-08,344064
30,1,0.00182999996468425,0.00182999996468425,3.19643731927499e-05,0.0310238171368837,3.92595304683408e-08,344064
31,1,0.00189099996350706,0.00189099996350706,3.33462630806025e-05,0.0313347466289997,4.12936524770026e-08,344064
