ID,set_equation,picked_equation,loss,complexity,MSE,%diff_to_set_coeff_0,%diff_to_set_coeff_1,%diff_to_set_coeff_2,%diff_to_set_coeff_3,bad_equation
0,62.51127290494131 + -98.31034349244472*x0 + 98.79878573338499*x0**2 + -1.8594491626839442*x0**3,99.1229*x0**2 - 99.70242*x0 + 62.44548,1.8053144,9,129.78384945137853,-0.105249664394697,1.41600207882731,0.328054908984060,-100.000000000000,1
1,13.669358569455 + 14.780302593578142*x0 + -84.98421867956161*x0**2 + 99.28635464230223*x0**3,99.3026878906717*x0**3 - 85.0135055595633*x0**2 + 14.7766513088695*x0 + 13.677942,0.044400938,15,0.18997653065887812,0.0627932210673039,-0.0247037209523562,0.0344615511640949,0.0164506476528055,0
2,86.86982828369864 + 28.39940932013363*x0 + -23.94102245877241*x0**2 + -60.24293586749312*x0**3,-60.290974*x0**3 - 23.922885718947*x0**2 + 28.359455*x0 + 86.8692173291775,0.23165078,13,3.066965443836588,-0.000703298870513085,-0.140687151916580,-0.0757559116643432,0.0797406896180223,0
3,-21.812803401846168 + 92.3759704764343*x0 + 15.013662355918143*x0**2 + 55.985379372997045*x0**3,56.001892*x0**3 + 14.9780386666385*x0**2 + 92.340195*x0 - 21.7556493464917,0.50569063,13,1.9988696170670992,-0.262020677954823,-0.0387281197153284,-0.237275146031384,0.0294945344443224,0
4,-18.179581746861075 + -64.36762442483912*x0 + -3.078865056565178*x0**2 + -89.49580911349169*x0**3,-89.61665*x0**3 - 3.0208452*x0**2 - 64.319214*x0 - 18.235989,0.438938,13,2.5125768102451893,0.310278057682292,-0.0752092768246357,-1.88445597644690,0.135024072864772,0
5,-56.456577435991264 + -61.746693719942435*x0 + 20.551229911167155*x0**2 + -26.808524504324737*x0**3,-26.87588*x0**3 + 20.573212*x0**2 - 61.702023*x0 - 56.464645,0.0645885,13,0.22887772771964085,0.0142898566918625,-0.0723451204449036,0.106962400439604,0.251246560266291,0
6,-25.846926761745095 + -10.108579620490346*x0 + -77.40592711963978*x0**2 + -76.41062614853176*x0**3,-76.42514*x0**3 - 77.39908*x0**2 - 10.100367*x0 - 25.84385,0.0067401263,13,0.05845715848597727,-0.0119037817279279,-0.0812440599834468,-0.00884573041700483,0.0189945459156745,0
7,83.24703687636082 + 33.72614237431503*x0 + 73.85107524619858*x0**2 + 44.43012961911782*x0**3,44.103188*x0**3 + 74.07567*x0**2 + 33.818546*x0 + 83.15326,1.4202489,13,21.74138021484075,-0.112648906050673,0.273982196538844,0.304118461447841,-0.735855650029746,0
8,63.993292177079155 + 47.18247836437138*x0 + -56.09464124675792*x0**2 + -14.395108476921337*x0**3,-82.6772*x0 + 397.8429815188*(-0.0659172301166825*x0**2 + 0.11702479667673*x0 + 1)**2.7902222 - 333.4322,0.23361665,17,99.65740649037366,-621.042422817289,-275.228607877520,-100.000000000000,-100.000000000000,1
9,89.50294859699514 + -43.68639385910884*x0 + -78.6888964808383*x0**2 + 37.93295722780451*x0**3,38.760483*x0**3 - 78.5775341300487*x0**2 - 44.145992*x0 + 89.4953551813288,0.24664667,11,37.73540855506752,-0.00848398380764634,1.05203954891171,-0.141522318611634,2.18154827008563,0
