ID,set_equation,picked_equation,loss,complexity,MSE,%diff_to_set_coeff_0,%diff_to_set_coeff_1,%diff_to_set_coeff_2,%diff_to_set_coeff_3,bad_equation
0,10.205525042308935 + 31.29778430711997*x0 + 80.94144562082954*x0**2 + -43.03757504040271*x0**3,-43.079514*x0**3 + 80.89936*x0**2 + 31.266312*x0 + 10.24662,0.27114,13,2.6522179863559585,0.402673625518514,-0.100557620345060,-0.0519951435346105,0.0974473110018967,0
1,-18.199274567797417 + 82.17990840854245*x0 + 74.57303764087675*x0**2 + 73.17110338611423*x0**3,73.48375*x0**3 + 74.5090246735*x0**2 + 81.868988060875*x0 - 18.18622,1.1732757,13,6.852489872208792,-0.0717312536210516,-0.378341073491788,-0.0858392917893777,0.427281535220236,0
2,-53.434501194266005 + -32.80452329468375*x0 + -99.0487572345762*x0**2 + -73.43558078431258*x0**3,-141.40013*3.45005**x0 + 141.40013*x0 + (0.50632215**x0)**(x0 + 6.7331953) - (x0**2)**x0 + 88.19126,0.17907776,23,134.95037664141026,-265.045538049233,-531.038514810289,-100.000000000000,-100.000000000000,1
3,-55.69007049251176 + -43.372597390303454*x0 + 48.138948296570874*x0**2 + 91.46004677710872*x0**3,91.4206*x0**3 + 48.14993184748*x0**2 - 43.34904760393*x0 - 55.69591,0.042359993,13,0.08217616387964119,0.0104857247200378,-0.0542964631828179,0.0228163499573306,-0.0431300644366116,0
4,16.79152946608977 + 43.85538793217978*x0 + -62.0471201910646*x0**2 + -89.5870532248739*x0**3,-89.4126083401399*x0**3 - 62.0790720401856*x0**2 + 43.6996728839724*x0 + 16.8045160657149,0.013418777,13,1.402495484234377,0.0773401830452373,-0.355064806286052,0.0514961033205242,-0.194721087985953,0
5,-98.37711710295571 + -0.6207933294181771*x0 + -93.35653484092774*x0**2 + 97.98594698145496*x0**3,97.19645*x0**3 - 93.44085*x0**2 - 98.34932,0.23635322,11,20.984278670853172,-0.0282556592165752,-100.000000000000,0.0903152191926658,-0.805724704180674,1
6,68.8218355450885 + 33.08238210081916*x0 + 27.960098085849054*x0**2 + -91.4207648512694*x0**3,-91.00823*x0**3 + 28.026312058128*x0**2 + 32.737*x0 + 68.76403,0.5835755,13,7.150518458966699,-0.0839930301635557,-1.04400614129478,0.236815951344808,-0.451248523178015,0
7,16.63553652732199 + -38.560306622106836*x0 + 59.63356927536293*x0**2 + -53.08791847635188*x0**3,-53.0189076584474*x0**3 + 59.5485413632665*x0**2 - 38.6004801117749*x0 + 16.647516,0.72828716,15,2.0529144785773714,0.0720113394499526,0.104183532723953,-0.142583972634222,-0.129993452154663,0
8,-47.61033150280591 + -40.8476929722801*x0 + 25.088204676456897*x0**2 + 96.66972009735787*x0**3,96.6674*x0**3 + 25.112875*x0**2 - 40.829624*x0 - 47.61843,0.02830379,13,0.22427833354533672,0.0170099575836945,-0.0442349884786875,0.0983343521836499,-0.00240002490493419,0
9,-32.8727710100669 + -56.86374688303235*x0 + -44.30082927496615*x0**2 + 88.76405861402603*x0**3,88.80169*x0**3 - 44.318607*x0**2 - 56.910397*x0 - 32.861248,0.0121594025,13,0.26038614208405364,-0.0350533578789767,0.0820384155543129,0.0401295536106323,0.0423948460238843,0
