num_terms_removed,MSE,actual_eqn,removed_terms,full_eqn
0,3.0031437828022414e-08,2.82127840121805e-7*dx*x**4 + 1.11005382943294e-6*dx*x**3 - 2.9515329751915e-7*dx*x**2 - 1.1613035e-6*dx*x + 5.8410274e-6*dx + 0.00042858259472066*x**2 + 0.0016862914*x + 6.360791e-5,[],2.82127840121805e-7*dx*x**4 + 1.11005382943294e-6*dx*x**3 - 2.9515329751915e-7*dx*x**2 - 1.1613035e-6*dx*x + 5.8410274e-6*dx + 0.00042858259472066*x**2 + 0.0016862914*x + 6.360791e-5
1,3.037992116736943e-08,1.11005382943294e-6*dx*x**3 - 2.9515329751915e-7*dx*x**2 - 1.1613035e-6*dx*x + 5.8410274e-6*dx + 0.00042858259472066*x**2 + 0.0016862914*x + 6.360791e-5,[dx*x**4],2.82127840121805e-7*dx*x**4 + 1.11005382943294e-6*dx*x**3 - 2.9515329751915e-7*dx*x**2 - 1.1613035e-6*dx*x + 5.8410274e-6*dx + 0.00042858259472066*x**2 + 0.0016862914*x + 6.360791e-5
2,1.0094404476529499e-07,-2.9515329751915e-7*dx*x**2 - 1.1613035e-6*dx*x + 5.8410274e-6*dx + 0.00042858259472066*x**2 + 0.0016862914*x + 6.360791e-5,"[dx*x**4, dx*x**3]",2.82127840121805e-7*dx*x**4 + 1.11005382943294e-6*dx*x**3 - 2.9515329751915e-7*dx*x**2 - 1.1613035e-6*dx*x + 5.8410274e-6*dx + 0.00042858259472066*x**2 + 0.0016862914*x + 6.360791e-5
3,2.874313542032714e-07,-1.1613035e-6*dx*x + 5.8410274e-6*dx + 0.00042858259472066*x**2 + 0.0016862914*x + 6.360791e-5,"[dx*x**4, dx*x**3, dx*x**2]",2.82127840121805e-7*dx*x**4 + 1.11005382943294e-6*dx*x**3 - 2.9515329751915e-7*dx*x**2 - 1.1613035e-6*dx*x + 5.8410274e-6*dx + 0.00042858259472066*x**2 + 0.0016862914*x + 6.360791e-5
4,8.833702694941087e-05,-1.1613035e-6*dx*x + 5.8410274e-6*dx + 0.0016862914*x + 6.360791e-5,"[dx*x**4, dx*x**3, dx*x**2, x**2]",2.82127840121805e-7*dx*x**4 + 1.11005382943294e-6*dx*x**3 - 2.9515329751915e-7*dx*x**2 - 1.1613035e-6*dx*x + 5.8410274e-6*dx + 0.00042858259472066*x**2 + 0.0016862914*x + 6.360791e-5
5,0.00010729732617442243,5.8410274e-6*dx + 0.0016862914*x + 6.360791e-5,"[dx*x**4, dx*x**3, dx*x**2, x**2, dx*x]",2.82127840121805e-7*dx*x**4 + 1.11005382943294e-6*dx*x**3 - 2.9515329751915e-7*dx*x**2 - 1.1613035e-6*dx*x + 5.8410274e-6*dx + 0.00042858259472066*x**2 + 0.0016862914*x + 6.360791e-5
