MSE,picked_equation,coeff A,coeff B,coeff C,coeff D
0.004652593224508299,0.299794473972933*sin(226.203797542397*x0 - 1.58240554787421) - 0.0502306005527992,0.29979447397293313,226.20379754239676,-1.5824055478742123,-0.05023060055279916
