ID,loss,complexity,MSE,picked_equation,substituted_form
0,3.4284875e-10,9,5.713916827483198e-06,0.0005544346*x0 + 2.0695202e-6*x3 + 4.0497696e-5,2.0695202e-6*dx + 0.0005544346*x + 4.0497696e-5
1,3.4288183e-10,9,5.714468166819797e-06,0.000556158*x0 + 2.0645366e-6*x3 + 4.059376e-5,2.0645366e-6*dx + 0.000556158*x + 4.059376e-5
2,3.4305392e-10,9,5.717336732790555e-06,0.00055772875*x0 + 2.079957e-6*x3 + 4.1029845e-5,2.079957e-6*dx + 0.00055772875*x + 4.1029845e-5
3,3.4273548e-10,9,5.7120299710147605e-06,0.0005552094*x0 + 2.0686102e-6*x3 + 4.0722938e-5,2.0686102e-6*dx + 0.0005552094*x + 4.0722938e-5
4,3.4310366e-10,9,5.718165134745947e-06,0.0005559661*x0 + 2.070103e-6*x3 + 4.0201034e-5,2.070103e-6*dx + 0.0005559661*x + 4.0201034e-5
5,3.427239e-10,9,5.711837382463764e-06,0.0005554135*x0 + 2.0733992e-6*x3 + 4.068897e-5,2.0733992e-6*dx + 0.0005554135*x + 4.068897e-5
6,3.427445e-10,9,5.712179701559356e-06,0.0005550932*x0 + 2.07294082321048e-6*x3 + 4.09411243338392e-5,2.07294082321048e-6*dx + 0.0005550932*x + 4.09411243338392e-5
7,3.4282752e-10,9,5.713563753866127e-06,0.0005553388*x0 + 2.0773098e-6*x3 + 4.1014708e-5,2.0773098e-6*dx + 0.0005553388*x + 4.1014708e-5
8,3.4328979e-10,9,5.721267494600724e-06,0.00055761996*x0 + 2.0610914e-6*x3 + 4.0493454e-5,2.0610914e-6*dx + 0.00055761996*x + 4.0493454e-5
9,3.4275321e-10,9,5.712325672384275e-06,0.0005559791*x0 + 2.0762936e-6*x3 + 4.083035e-5,2.0762936e-6*dx + 0.0005559791*x + 4.083035e-5
