ID,loss,complexity,MSE,picked_equation,substituted_form
0,3.4456845e-13,27,4.493888735903557e-08,-1.1204689e-6*x0*x3 + 0.0013823342*x0 - 4.21535885060198e-7*x1*x3 + 0.000520053229898644*x1 + 1.66405082916131e-6*x2*x3 + 6.65111994127854e-6*x3 + 4.408361e-5,1.66405082916131e-6*dx*x**3 - 4.21535885060198e-7*dx*x**2 - 1.1204689e-6*dx*x + 6.65111994127854e-6*dx + 0.000520053229898644*x**2 + 0.0013823342*x + 4.408361e-5
1,3.239819e-13,25,4.225437345324509e-08,-1.1872744e-6*x0*x3 + 0.0013843028*x0 + 0.00053270144*x1 + 3.69681250000192e-6*x2*x3 + 6.6452344e-6*x3 + 4.360004e-5,3.69681250000192e-6*dx*x**3 - 1.1872744e-6*dx*x + 6.6452344e-6*dx + 0.00053270144*x**2 + 0.0013843028*x + 4.360004e-5
2,3.169861e-13,21,4.134202363260737e-08,-1.1868692e-6*x0*x3 + 0.0013313262*x0 + 3.5586168e-6*x2*x3 - 6.561921e-9*x3**2 + 6.644873e-6*x3 + 9.0061425e-5,-6.561921e-9*dx**2 + 3.5586168e-6*dx*x**3 - 1.1868692e-6*dx*x + 6.644873e-6*dx + 0.0013313262*x + 9.0061425e-5
3,7.5512985e-13,27,9.848659395837798e-08,3.84689337942869e-6*x0*x1*x3 - 1.20115437348215e-6*x0*x3 + 0.001381906*x0 + 0.000510666466426291*x1 + 6.648748445881e-6*x3 + 4.4483386e-5,3.84689337942869e-6*dx*x**3 - 1.20115437348215e-6*dx*x + 6.648748445881e-6*dx + 0.000510666466426291*x**2 + 0.001381906*x + 4.4483386e-5
4,2.362267e-13,25,3.080917310923764e-08,0.00052499457*x0**2 - 1.1423444e-6*x0*x3 + 0.00138356071488117*x0 - 3.69342151695136e-7*x1*x3 + 2.13280417362372e-6*x2*x3 + 6.649938e-6*x3 + 4.3869666e-5,2.13280417362372e-6*dx*x**3 - 3.69342151695136e-7*dx*x**2 - 1.1423444e-6*dx*x + 6.649938e-6*dx + 0.00052499457*x**2 + 0.00138356071488117*x + 4.3869666e-5
5,2.5263252e-13,29,3.2948861883491957e-08,-1.00217980666812e-5*x0*x2*x3 - 1.08262391197326e-6*x0*x3 + 0.00133112114364896*x0 - 6.5465566e-9*x3**2 + 6.6512252e-6*x3 + 8.9912379003056e-5,-6.5465566e-9*dx**2 - 1.00217980666812e-5*dx*x**4 - 1.08262391197326e-6*dx*x + 6.6512252e-6*dx + 0.00133112114364896*x + 8.9912379003056e-5
6,1.0604885e-11,19,1.3831105401389552e-06,0.001330997*x0 - 6.3250605e-9*x2*x5 + 6.464616e-6*x3 - 6.3250605e-9*x4 + 2.67370870186035e-11*x5 + 8.904922e-5,-6.3250605e-9*dx**3*x**3 + 2.67370870186035e-11*dx**3 - 6.3250605e-9*dx**2 + 6.464616e-6*dx + 0.001330997*x + 8.904922e-5
7,2.453508e-13,27,3.199919056473918e-08,-9.33152875476992e-6*x0**2*x1*x3 - 1.09011734595706e-6*x0*x3 + 0.001383722*x0 + 0.00052671356*x1 + 6.6493863e-6*x3 + 4.38821820377224e-5,-9.33152875476992e-6*dx*x**4 - 1.09011734595706e-6*dx*x + 6.6493863e-6*dx + 0.00052671356*x**2 + 0.001383722*x + 4.38821820377224e-5
8,4.6495625e-13,25,6.064061227164282e-08,-1.0492895e-6*x0*x3 + 0.0013312766*x0 - 6.41054658457675e-7*x1*x3 + 6.654555e-6*x3 - 6.580448e-9*x4 + 9.01403417282621e-5,-6.580448e-9*dx**2 - 6.41054658457675e-7*dx*x**2 - 1.0492895e-6*dx*x + 6.654555e-6*dx + 0.0013312766*x + 9.01403417282621e-5
9,2.4899264e-13,27,3.247412934551377e-08,1.907914e-6*x0*x1*x3 - 1.14271215970436e-6*x0*x3 + 0.0013842399*x0 + 9.53957e-7*x1**2*x3 - 5.7135607985218e-7*x1*x3 + 0.00053281063*x1 + 6.6540183e-6*x3 + 4.35941e-5,9.53957e-7*dx*x**4 + 1.907914e-6*dx*x**3 - 5.7135607985218e-7*dx*x**2 - 1.14271215970436e-6*dx*x + 6.6540183e-6*dx + 0.00053281063*x**2 + 0.0013842399*x + 4.35941e-5
