MSE,picked_equation,coeff A,coeff B,coeff C,coeff D
0.0008073179178755963,0.299660625396151*sin(284.625343864381*x0 - 1.54596083271212) - 0.0496730036524713,0.299660625396151,284.6253438643811,-1.5459608327121235,-0.04967300365247132
