num_terms_removed,MSE,actual_eqn,removed_terms,full_eqn
0,6.245604969467614e-07,7.6903219447176e-7*dx**2*x + 1.0377296e-5*dx + 4.1509184e-5*x + 2.63714362893888e-6,[],7.6903219447176e-7*dx**2*x + 1.0377296e-5*dx + 4.1509184e-5*x + 2.63714362893888e-6
1,1.3780786684480998e-06,1.0377296e-5*dx + 4.1509184e-5*x + 2.63714362893888e-6,[dx**2*x],7.6903219447176e-7*dx**2*x + 1.0377296e-5*dx + 4.1509184e-5*x + 2.63714362893888e-6
