MSE,picked_equation,coeff A,coeff B,coeff C,coeff D
0.00036603472779525906,0.299258687598612*sin(396.977449869273*x0 - 1.53486923814562) - 0.0497023596742933,0.2992586875986115,396.977449869273,-1.5348692381456182,-0.049702359674293296
