ID,set_equation,picked_equation,loss,complexity,MSE,%diff_to_set_coeff_0,%diff_to_set_coeff_1,%diff_to_set_coeff_2,%diff_to_set_coeff_3,bad_equation
0,-31.17455791860786 + 80.35250710144385*x0 + 6.889757220330878*x0**2 + -59.788952089206134*x0**3,-36.119267*sin(2.1668894*sinh(x0) + 3.03273138274002) - sinh(cos(tan(cos(x0**2 + x0 + sinh(x0) - 0.48795742)))) - 26.908285,0.011175642,26,4.978777279763867,-13.6851112042919,-100.000000000000,-100.000000000000,-100.000000000000,1
1,84.44910307113341 + -8.940429018511153*x0 + 78.31668254166513*x0**2 + -48.328562166850816*x0**3,86.2345630491378/exp(x0)**1.2509934 + 105.28232*tanh(x0),7.2220335,11,2100.2395902814333,-100.000000000000,-100.000000000000,-100.000000000000,-100.000000000000,1
2,-1.2587017460545837 + -17.409812202111226*x0 + 81.92446823292678*x0**2 + -56.859845246612274*x0**3,122.847995486608*x0*asinh(-x0 + sinh(x0 - 1.0193413) + 1.0857792),3.2105324,15,937.0489468312485,-100.000000000000,-705.625046729172*asinh(-x0 + sinh(x0 - 1.0193413) + 1.0857792) - 100.0,-100.000000000000,-100.000000000000,1
3,-32.0413898489812 + -66.77138707776689*x0 + -43.043190497413896*x0**2 + 0.3618569553166111*x0**3,-43.055893*x0**2 - 67.62907*x0 + sinh(x0) - 32.03621,0.005139519,14,1.086069474048788,-0.0161661182789321,1.28450667234783,0.0295110618876284,-100.000000000000,1
4,-0.608775603445082 + 77.42192069649667*x0 + -66.36625168772554*x0**2 + 54.94109159103354*x0**3,54.645725*x0**3 - 67.19195*x0**2 + 77.664185*x0,0.564722,11,127.06546234862296,-100.000000000000,0.312914354647747,1.24415390545129,-0.537605974836048,1
5,-0.8531997680245382 + -67.42928991951149*x0 + 12.472256683177818*x0**2 + -69.12818877780145*x0**3,-123.915695*x0*cosh(x0 - 0.07943328) + 55.03138*x0,2.5578315,10,223.26033471704946,-100.000000000000,183.771318291969*cosh(x0 - 0.07943328) - 181.613465106469,-100.000000000000,-100.000000000000,1
6,98.48462382159303 + -4.4680688141568226*x0 + -3.8757956491416223*x0**2 + 67.75566223234298*x0**3,54.096268*x0**2*sinh(x0 - 0.0481945) + 98.342995,2.5359914,12,315.5228034198365,-0.143808054594994,-100.000000000000,-1395.74613568651*sinh(x0 - 0.0481945) - 100.0,-100.000000000000,1
7,4.246139272378116 + 47.9670797350239*x0 + -9.108503700729997*x0**2 + -23.56042139102867*x0**3,-23.574768*x0**3 - 9.10383232491264*x0**2 + 47.9781725928624*x0 + 4.2434435,0.06446461,13,0.009390728306973921,-0.0634876108669520,0.0231259811933036,-0.0512858749454467,0.0608928369031332,0
8,17.3889489593287 + 39.71199840350849*x0 + 40.556726997073866*x0**2 + 51.026379566252785*x0**3,151.19475*cosh(x0)*tanh(x0) + 74.2092937989375*cosh(x0) - 114.608665*tanh(x0) - 56.2521389988013,2.433047,11,208.56666173316503,-423.493611548175,-100.000000000000,-100.000000000000,-100.000000000000,1
9,-87.0269742864167 + 9.182253291330781*x0 + -90.7141786983358*x0**2 + 59.37236363127414*x0**3,sinh(sin(-sinh(sin(x0 + 4.1651373)) + asinh(x0) + 6.7961116) - 5.7254972) - 30.620232,0.847804,16,104.12136981457336,-64.8152400435927,-100.000000000000,-100.000000000000,-100.000000000000,1
