ID,set_equation,picked_equation,loss,complexity,MSE,%diff_to_set_coeff_0,%diff_to_set_coeff_1,%diff_to_set_coeff_2,%diff_to_set_coeff_3,bad_equation
0,-87.81217516642013 + -27.833453388272034*x0 + 9.41936931175924*x0**2 + -85.30322711564877*x0**3,-27.86955*x0 + 9.419302*x1 - 85.270294*x2 - 87.85554,0.41345304,13,1.9795942313650075,0.0493836230541925,0.129687865980642,-0.000714610044604662,-0.0386071157707916,0
1,-72.13432862460817 + -61.60861501281305*x0 + -31.620770092488712*x0**2 + -11.680646870360874*x0**3,-61.63043*x0 - 31.533295*x1 - 11.577004*x2 - 72.18311,0.37198392,13,2.846464988653826,0.0676257425860127,0.0354089881462406,-0.276638083869729,-0.887304200796131,0
2,-58.820670768369496 + -18.13212159511923*x0 + -27.351486827937464*x0**2 + -85.03182807517541*x0**3,-18.09603*x0 - 27.33775*x1 - 85.08386*x2 - 58.832994948475,0.11547408,13,0.14244108795113608,0.0209521243884367,-0.199047833039826,-0.0502233316377996,0.0611911163177499,0
3,40.641075171669314 + -96.66547447399401*x0 + -66.07203517399911*x0**2 + 17.70699430237694*x0**3,-96.586395*x0 - 66.04038*x1 + 17.730879*x2 + 40.670597,2.1301694,13,6.817194847446879,0.0726403723473983,-0.0818073613400499,-0.0479100937571387,0.134888492169754,0
4,54.080041892949225 + 86.77574225402063*x0 + 80.16416064285684*x0**2 + 57.34125698492235*x0**3,74.524994*x0 + 74.524994*x1 + 74.524994*x2 + 57.2683441093312,44.56316,9,13601.732493739222,5.89552467931365,-14.1177107055549,-7.03452340501656,29.9674927244724,0
5,-72.1971116812388 + 63.384446811023366*x0 + 12.277335435893818*x0**2 + -92.14410592501511*x0**3,63.477604*x0 + 12.244195*x1 - 92.36336*x2 - 72.180565,0.39007965,13,4.136269177273497,-0.0229187579024621,0.146971684164690,-0.269931827364833,0.237946934080963,0
6,-16.390798190290326 + -77.00129190348747*x0 + -16.213900063926317*x0**2 + -36.53923198151405*x0**3,-76.523735*x0 - 16.413046*x1 - 37.306755*x2 - 16.3249073512817,2.6294165,13,28.935014348541124,-0.401998964563583,-0.620193365178901,1.22824203484981,2.10054502205810,0
7,-5.173045809484208 + -76.41253647132145*x0 + -11.868834125488647*x0**2 + -32.842120598112984*x0**3,-76.99823*x0 - 11.78434*x1 - 32.2738*x2 - 5.2323008,3.1778347,13,24.083300658342633,1.14545652016371,0.766488793234052,-0.711899118273066,-1.73046255163449,0
8,21.837561062140793 + 11.802778183473933*x0 + -93.46247565626867*x0**2 + 67.98680831234805*x0**3,11.968574*x0 - 93.378456*x1 + 67.83291*x2 + 21.813936,0.19498062,13,3.214109520426002,-0.108185442841185,1.40471856666943,-0.0898966731607546,-0.226364961333383,0
9,-48.80468043088244 + -32.31829819618808*x0 + -94.49668090832269*x0**2 + -47.54178714565458*x0**3,-32.126167*x0 - 94.59294*x1 - 47.905716*x2 - 48.74888,0.8605939,13,8.53217778018823,-0.114334179406148,-0.594496637854343,0.101865050446267,0.765492582831272,0
