ID,loss,complexity,MSE,expanded_form,substituted_form
0,1.5351846e-12,29,3.0603904877463984e-07,1.07051261118351e-9*x0**2*x1**5*x3*x4 + 1.07051261118351e-9*x0*x1**6 + 4.6095737519175e-5*x0 + 1.0629085e-5*x1 + 2.81761875645705e-6,1.07051261118351e-9*dx**6*x + 1.07051261118351e-9*dx**5*p*w*x**2 + 1.0629085e-5*dx + 4.6095737519175e-5*x + 2.81761875645705e-6
1,1.7057075e-12,27,3.400327971309735e-07,-3.24495982747552e-8*x0**2*x1**5 + 2.6779544e-8*x0*x1**4 + 4.5324134e-5*x0 + 1.0619791e-5*x1 + 2.7791555e-6,-3.24495982747552e-8*dx**5*x**2 + 2.6779544e-8*dx**4*x + 1.0619791e-5*dx + 4.5324134e-5*x + 2.7791555e-6
2,1.79461e-12,25,3.5775552414720195e-07,-1.07294789810516e-6*x0**2*x1**3 + 6.275108e-7*x0**2*x1*x3 + 6.275108e-7*x0*x1**2 + 4.420056e-5*x0 + 1.05031395e-5*x1 + 2.763715e-6,-1.07294789810516e-6*dx**3*x**2 + 6.275108e-7*dx**2*x + 6.275108e-7*dx*w*x**2 + 1.05031395e-5*dx + 4.420056e-5*x + 2.763715e-6
3,1.4236152e-12,27,2.837977722282243e-07,-3.4435958e-5*x0**4*x1 - 1.27301592621933e-5*x0**3*x1**2 + 3.64461e-5*x0**3 - 1.04578640243696e-6*x0**2*x1**3 + 1.3473261219735e-5*x0**2*x1 + 1.1068324511796e-6*x0*x1**2 + 4.266852e-5*x0 + 1.0515695155668e-5*x1 + 2.5890022e-6,-1.04578640243696e-6*dx**3*x**2 - 1.27301592621933e-5*dx**2*x**3 + 1.1068324511796e-6*dx**2*x - 3.4435958e-5*dx*x**4 + 1.3473261219735e-5*dx*x**2 + 1.0515695155668e-5*dx + 3.64461e-5*x**3 + 4.266852e-5*x + 2.5890022e-6
4,2.3275097e-12,29,4.639890990749771e-07,1.0417426e-5*x0**3*x1**3*x2 - 3.04423460468372e-5*x0**3*x1 - 0.000172598549576778*x0**3 + 6.16691159375336e-5*x0 + 1.0417426e-5*x1 + 2.05389262631032e-6,1.0417426e-5*A*dx**3*x**3 - 3.04423460468372e-5*dx*x**3 + 1.0417426e-5*dx - 0.000172598549576778*x**3 + 6.16691159375336e-5*x + 2.05389262631032e-6
5,1.7501674e-12,29,3.488958923100093e-07,6.8091816e-7*x0**2*x1**3*x4 - 8.6300997526536e-7*x0**2*x1**2*x4 - 8.08330822600984e-6*x0**2*x1*x4 + 6.8091816e-7*x0*x1**2 + 4.1319952427832e-7*x0*x1 + 4.42110815337297e-5*x0 + 1.0505598e-5*x1 + 2.147821e-6,6.8091816e-7*dx**3*p*x**2 - 8.6300997526536e-7*dx**2*p*x**2 + 6.8091816e-7*dx**2*x - 8.08330822600984e-6*dx*p*x**2 + 4.1319952427832e-7*dx*x + 1.0505598e-5*dx + 4.42110815337297e-5*x + 2.147821e-6
6,1.2876547e-12,27,2.566940770651211e-07,2.5177560607485e-5*x0**2*x1**3*x5 - 0.000274720496140345*x0**2*x1*x5 - 9.508785e-7*x0*x1**4*x5 + 1.03753424472555e-5*x0*x1**2*x5 + 4.7221773e-5*x0 - 0.000232671*x1*x5 + 2.766729e-6,-9.508785e-7*c*dx**4*x + 2.5177560607485e-5*c*dx**3*x**2 + 1.03753424472555e-5*c*dx**2*x - 0.000274720496140345*c*dx*x**2 - 0.000232671*c*dx + 4.7221773e-5*x + 2.766729e-6
7,1.3837995e-12,27,2.7586047245849555e-07,-3.88856581086636e-5*x0**4*x1 - 1.31493298859777e-5*x0**3*x1**2 - 2.25905222916204e-6*x0**3*x1 + 4.17230427360396e-5*x0**3 - 9.1631216293298e-7*x0**2*x1**3 - 2.2185192175025e-7*x0**2*x1**2 + 1.41088020485552e-5*x0**2*x1 + 2.42388935367596e-6*x0**2 + 9.8317306156348e-7*x0*x1**2 + 2.380398754315e-7*x0*x1 + 2.311612e-6*x0*x3 + 5.546666e-7*x1*x3 + 1.342925e-7*x3,-9.1631216293298e-7*dx**3*x**2 - 1.31493298859777e-5*dx**2*x**3 - 2.2185192175025e-7*dx**2*x**2 + 9.8317306156348e-7*dx**2*x + 5.546666e-7*dx*w - 3.88856581086636e-5*dx*x**4 - 2.25905222916204e-6*dx*x**3 + 1.41088020485552e-5*dx*x**2 + 2.380398754315e-7*dx*x + 2.311612e-6*w*x + 1.342925e-7*w + 4.17230427360396e-5*x**3 + 2.42388935367596e-6*x**2
8,1.5183256e-12,27,3.0267824905327653e-07,-1.66920904315385e-7*x0**3*x1**4 - 3.8737032239268e-8*x0**2*x1**5 + 1.36795804032795e-7*x0**2*x1**3 + 3.17459547247764e-8*x0*x1**4 + 2.4310327e-6*x0*x3 + 5.6416536e-7*x1*x3 + 2.7143394e-6,-3.8737032239268e-8*dx**5*x**2 - 1.66920904315385e-7*dx**4*x**3 + 3.17459547247764e-8*dx**4*x + 1.36795804032795e-7*dx**3*x**2 + 5.6416536e-7*dx*w + 2.4310327e-6*w*x + 2.7143394e-6
9,1.2891483e-12,29,2.5699176255702804e-07,-5.98745407031278e-8*x0**2*x1**3*x3 + 6.57200951995275e-7*x0**2*x1*x3 + 4.58744095013184e-8*x0*x1**4 - 5.035313046654e-7*x0*x1**2 + 4.764442e-5*x0 + 1.0521669e-5*x1 + 2.8797356e-6,4.58744095013184e-8*dx**4*x - 5.98745407031278e-8*dx**3*w*x**2 - 5.035313046654e-7*dx**2*x + 6.57200951995275e-7*dx*w*x**2 + 1.0521669e-5*dx + 4.764442e-5*x + 2.8797356e-6
