ID,loss,complexity,MSE,expanded_form,substituted_form
0,4.605065e-12,35,1.8047960836053892e-06,-0.69065799009977*x0**2*x6 + 0.0009932741637787*x0**2 + 5.911939e-6*x0*x1*x7 + 2.28552700361524e-6*x0*x1 + 5.911939e-6*x0*x3 - 0.69065799009977*x0*x6*x7 + 0.0009932741637787*x0*x7 - 0.008968267*x1*x6 + 1.289777e-5*x1 - 0.00023674035*x7 - 9.4091796e-5,-0.008968267*A_val*dx - 0.69065799009977*A_val*p_val*x - 0.69065799009977*A_val*x**2 + 5.911939e-6*dx*p_val*x + 2.28552700361524e-6*dx*x + 1.289777e-5*dx + 0.0009932741637787*p_val*x - 0.00023674035*p_val + 5.911939e-6*w*x + 0.0009932741637787*x**2 - 9.4091796e-5
1,1.4732247e-11,31,5.773795481832342e-06,2.3307814e-6*x0**2*x3 - 3.3001018e-6*x0*x1*x7**2 - 3.3001018e-6*x0*x3*x7 + 2.9545904e-6*x0*x3 - 2.2958045e-7*x1*x7**2 + 1.0672605e-5*x1*x7 + 1.2975879e-5*x1 - 2.2958045e-7*x3*x7,-3.3001018e-6*dx*p_val**2*x - 2.2958045e-7*dx*p_val**2 + 1.0672605e-5*dx*p_val + 1.2975879e-5*dx - 3.3001018e-6*p_val*w*x - 2.2958045e-7*p_val*w + 2.3307814e-6*w*x**2 + 2.9545904e-6*w*x
2,1.0830795e-11,33,4.244578460860633e-06,-0.0010799115*x0**2*x7 + 1.7202567e-6*x0*x1*x4*x7**2 - 0.0010799115*x0*x2*x7 - 0.0022658838*x0*x4*x7**2 + 0.00010914533*x1*x4**2 + 0.000164447227693329*x1*x4 + 0.00010914533*x7**2,-0.0010799115*A*p_val*x + 0.00010914533*dx*p**2 + 1.7202567e-6*dx*p*p_val**2*x + 0.000164447227693329*dx*p - 0.0022658838*p*p_val**2*x + 0.00010914533*p_val**2 - 0.0010799115*p_val*x**2
3,1.5251515e-11,31,5.977311947252644e-06,4.5806593988907e-6*x0**2*x2*x3**2*x6 + 6.8129157e-6*x0**2*x2*x3 - 1.4698037e-5*x0*x1*x2*x3*x6 - 9.428687e-6*x0*x2*x3 + 4.5806593988907e-6*x0*x3**2*x6 + 6.8129157e-6*x0*x3 - 1.4698037e-5*x1*x3*x6 + 9.5574605e-6*x1 + 1.287735e-7*x3,-1.4698037e-5*A*A_val*dx*w*x + 4.5806593988907e-6*A*A_val*w**2*x**2 + 6.8129157e-6*A*w*x**2 - 9.428687e-6*A*w*x - 1.4698037e-5*A_val*dx*w + 4.5806593988907e-6*A_val*w**2*x + 9.5574605e-6*dx + 6.8129157e-6*w*x + 1.287735e-7*w
4,3.866448e-12,35,1.5153503207140127e-06,0.00057770427822855*x0**2 - 3.17326644054334e-9*x0*x1*x3 + 7.85946203129439e-9*x0*x3**2 + 1.0798887*x0*x6 + 1.1153906e-5*x1*x7 + 1.31713517191311e-5*x1 + 1.1153906e-5*x4*x7 + 1.0798887*x5 + 0.053672109820824,1.0798887*A_val*x + 1.0798887*c + 1.1153906e-5*dx*p_val - 3.17326644054334e-9*dx*w*x + 1.31713517191311e-5*dx + 1.1153906e-5*p*p_val + 7.85946203129439e-9*w**2*x + 0.00057770427822855*x**2 + 0.053672109820824
5,4.4681455e-12,29,1.751133229232246e-06,5.7890798e-6*x0**2*x3*x7 + 5.42177542266556e-6*x0**2*x3 - 3.42172592543488e-11*x0*x1*x3**2*x7 - 3.20462494326307e-11*x0*x1*x3**2 + 2.7861782e-7*x0*x3*x7 + 6.0500199322802e-6*x0*x3 - 0.000290860823227597*x0 - 3.42172592543488e-11*x1*x3**2 + 1.71917826997514e-9*x1*x3 + 8.927763e-6*x1 + 2.7861782e-7*x3 - 3.78218273095273e-5,-3.42172592543488e-11*dx*p_val*w**2*x - 3.20462494326307e-11*dx*w**2*x - 3.42172592543488e-11*dx*w**2 + 1.71917826997514e-9*dx*w + 8.927763e-6*dx + 5.7890798e-6*p_val*w*x**2 + 2.7861782e-7*p_val*w*x + 5.42177542266556e-6*w*x**2 + 6.0500199322802e-6*w*x + 2.7861782e-7*w - 0.000290860823227597*x - 3.78218273095273e-5
6,1.2360835e-11,37,4.844415928715207e-06,1.52554714201004e-5*x0*x1*x5 + 11.495494*x0*x2*x6 - 0.0036130004272674*x0*x2 + 1.51062805373475e-5*x0 + 8.202513548316e-7*x1**2*x5*x7 + 6.1643554425845e-7*x1**2*x5 + 3.2143652e-7*x1*x3*x5 + 8.12229706707024e-7*x1*x7 + 1.16337791128534e-5*x1 + 3.1829303155266e-7*x3,11.495494*A*A_val*x - 0.0036130004272674*A*x + 8.202513548316e-7*c*dx**2*p_val + 6.1643554425845e-7*c*dx**2 + 3.2143652e-7*c*dx*w + 1.52554714201004e-5*c*dx*x + 8.12229706707024e-7*dx*p_val + 1.16337791128534e-5*dx + 3.1829303155266e-7*w + 1.51062805373475e-5*x
7,1.2243037e-11,29,4.7982412605137655e-06,9.36777042234117e-7*x0**2*x1*x7 + 3.6618719474155e-6*x0**2*x3 - 0.000191254540401456*x0**2 + 1.55295001914625e-6*x0*x1*x7 + 6.070499013605e-6*x0*x3 - 0.000317053822614944*x0 - 4.09408981476312e-9*x1**2*x7 - 1.6003842928437e-8*x1*x3 + 2.45806967922147e-8*x1*x7 + 1.12194619345186e-5*x1 + 9.6086218996859e-8*x3 - 5.01845119574104e-6,-4.09408981476312e-9*dx**2*p_val + 9.36777042234117e-7*dx*p_val*x**2 + 1.55295001914625e-6*dx*p_val*x + 2.45806967922147e-8*dx*p_val - 1.6003842928437e-8*dx*w + 1.12194619345186e-5*dx + 3.6618719474155e-6*w*x**2 + 6.070499013605e-6*w*x + 9.6086218996859e-8*w - 0.000191254540401456*x**2 - 0.000317053822614944*x - 5.01845119574104e-6
8,1.5712667e-11,31,6.158067697998293e-06,-2.04606273029889e-7*x0**2*x1*x4*x7 + 1.43289865128292e-7*x0**2*x1*x4 + 1.2004017e-6*x0**2*x3*x4*x7 - 8.40665318544e-7*x0**2*x3*x4 - 4.20406235324835e-7*x0*x1*x4*x7 + 2.94418894722689e-7*x0*x1*x4 + 2.4664755e-6*x0*x3*x4*x7 - 1.72732212216e-6*x0*x3*x4 - 0.00012865738*x1*x4**2*x7 + 9.01013363616e-5*x1*x4**2 - 0.0001955492201043*x1*x4*x7 + 0.000136947029823443*x1*x4 + 6.5827074e-8*x3*x4*x7 - 4.610001646368e-8*x3*x4,-0.00012865738*dx*p**2*p_val + 9.01013363616e-5*dx*p**2 - 2.04606273029889e-7*dx*p*p_val*x**2 - 4.20406235324835e-7*dx*p*p_val*x - 0.0001955492201043*dx*p*p_val + 1.43289865128292e-7*dx*p*x**2 + 2.94418894722689e-7*dx*p*x + 0.000136947029823443*dx*p + 1.2004017e-6*p*p_val*w*x**2 + 2.4664755e-6*p*p_val*w*x + 6.5827074e-8*p*p_val*w - 8.40665318544e-7*p*w*x**2 - 1.72732212216e-6*p*w*x - 4.610001646368e-8*p*w
9,4.230248e-11,31,1.6579040457353303e-05,-7.33300288366902e-7*x0*x1 + 5.5757314e-6*x0*x3 - 0.0002694913*x0 - 9.499515e-9*x1**2 - 1.6765777619232e-8*x1*x3 + 1.1389329954826e-5*x1 + 4.010605e-7*x3 + 1.1442076e-5*x4,-9.499515e-9*dx**2 - 1.6765777619232e-8*dx*w - 7.33300288366902e-7*dx*x + 1.1389329954826e-5*dx + 1.1442076e-5*p + 5.5757314e-6*w*x + 4.010605e-7*w - 0.0002694913*x
