Complexity,Loss,Equation
1,0.04507692,"-0.04950353"
5,0.04507691,"(0.41009814 ^ x1) + -0.049690746"
7,0.045074053,"(0.003805843 ^ (x0 + 0.7371669)) + -0.049670298"
9,0.045074046,"(0.003805843 ^ (-0.049690746 + (x0 + 0.78683716))) + -0.049690746"
18,0.045073163,"sin((0.003805843 ^ (x0 + (x0 + 0.78683716))) + ((0.003805843 ^ (x0 + (x0 + 0.78683716))) + -0.049690746))"
