,complexity,loss,equation,score,sympy_format,lambda_format
0,1,12246.911,x0,0.0,x0,PySRFunction(X=>x0)
1,3,392.65158,x0 * 155.29681,1.720053183578191,x0*155.29681,PySRFunction(X=>x0*155.29681)
2,5,357.67987,(x0 + 0.03794684) * 155.36525,0.046642142640195165,(x0 + 0.03794684)*155.36525,PySRFunction(X=>(x0 + 0.03794684)*155.36525)
3,7,300.8841,x0 * ((36.328514 ^ x0) + 143.37424),0.08645661385401339,x0*(36.328514**x0 + 143.37424),PySRFunction(X=>x0*(36.328514**x0 + 143.37424))
4,9,124.14671,(((x0 * x0) * 92.493454) + 86.10577) * x0,0.44263056468129824,x0*(x0*x0*92.493454 + 86.10577),PySRFunction(X=>x0*(x0*x0*92.493454 + 86.10577))
5,11,88.39717,(x0 * (((x0 * x0) * 92.493454) + 86.14693)) - -5.98245,0.16981202792258904,x0*(x0*x0*92.493454 + 86.14693) - 1*(-5.98245),PySRFunction(X=>x0*(x0*x0*92.493454 + 86.14693) - 1*(-5.98245))
6,13,88.27254,(x0 * ((((x0 + -0.00830252) * x0) * 92.493454) + 86.14693)) - -6.4147787,0.0007054407949947738,x0*((x0 - 0.00830252)*x0*92.493454 + 86.14693) - 1*(-6.4147787),PySRFunction(X=>x0*((x0 - 0.00830252)*x0*92.493454 + 86.14693) - 1*(-6.4147787))
7,15,88.26132,(x0 * (((x0 * 92.493454) * x0) + 86.14693)) - ((x0 * x0) + -6.443904),6.355721228279429e-05,x0*(x0*92.493454*x0 + 86.14693) - (x0*x0 - 6.443904),PySRFunction(X=>x0*(x0*92.493454*x0 + 86.14693) - (x0*x0 - 6.443904))
8,17,88.19596,((x0 * (((x0 * x0) * 59.33536) + 55.15247)) / 0.64165854) + ((-0.02211096 / x0) + 5.993348),0.0003704012834668574,x0*(x0*x0*59.33536 + 55.15247)/0.64165854 + 5.993348 - 0.02211096/x0,PySRFunction(X=>x0*(x0*x0*59.33536 + 55.15247)/0.64165854 + 5.993348 - 0.02211096/x0)
9,19,88.1761,(((-0.02107278 / x0) + x0) + ((((x0 * (x0 * 59.33536)) + 54.6103) / 0.64165854) * x0)) + 5.999739,0.00011260286966050334,x0*(x0*x0*59.33536 + 54.6103)/0.64165854 + x0 + 5.999739 - 0.02107278/x0,PySRFunction(X=>x0*(x0*x0*59.33536 + 54.6103)/0.64165854 + x0 + 5.999739 - 0.02107278/x0)
10,23,88.006836,((-0.053023934 / (x0 + 0.0055094804)) + (x0 * (((((x0 * 59.33536) * x0) + 54.6103) / 0.64165854) - x0))) + (x0 + 6.4618897),0.0004803644890924375,x0*(-x0 + (x0*59.33536*x0 + 54.6103)/0.64165854) + x0 + 6.4618897 - 0.053023934/(x0 + 0.0055094804),PySRFunction(X=>x0*(-x0 + (x0*59.33536*x0 + 54.6103)/0.64165854) + x0 + 6.4618897 - 0.053023934/(x0 + 0.0055094804))
11,27,87.95321,(x0 + ((((-0.053023934 / ((x0 + x0) + 0.0055094804)) + (x0 * ((x0 * (x0 * 59.33536)) + 54.6103))) / 0.64165854) - (x0 * x0))) + 6.454493,0.00015238118788702402,-x0*x0 + x0 + (x0*(x0*x0*59.33536 + 54.6103) - 0.053023934/(x0 + x0 + 0.0055094804))/0.64165854 + 6.454493,PySRFunction(X=>-x0*x0 + x0 + (x0*(x0*x0*59.33536 + 54.6103) - 0.053023934/(x0 + x0 + 0.0055094804))/0.64165854 + 6.454493)
