MSE,picked_equation,coeff A,coeff B,coeff C,coeff D
0.0001434898721783255,0.298702483734957*sin(629.171812667356*x0 - 1.5112197648998) - 0.0496793128890381,0.29870248373495656,629.1718126673558,-1.511219764899804,-0.049679312889038124
