ID,set_equation,picked_equation,loss,complexity,MSE,%diff_to_set_coeff_0,%diff_to_set_coeff_1,%diff_to_set_coeff_2,%diff_to_set_coeff_3,bad_equation
0,-92.65184456120308 + 75.48002834712912*x0 + 92.1257530108229*x0**2 + 85.89127013774132*x0**3,84.90013*x0**3 + 91.36481*x0**2 + 75.04988*x0 - 92.43862,63.194748,13,808.4846797030951,-0.230135257655046,-0.569883658695632,-0.825982948257154,-1.15394746887763,0
1,-9.306521164879427 + 5.9229533917119*x0 + 21.241119550622997*x0**2 + 83.42030381103683*x0**3,sinh(6.786706*tanh(x0 + 0.08606394)) - 10.082034,24.484013,9,536.0118595016718,8.33300458228335,-100.000000000000,-100.000000000000,-100.000000000000,1
2,59.58808233912657 + -0.9584604199457374*x0 + 14.420457146995446*x0**2 + 94.00341827484175*x0**3,sinh(6.852227*tanh(x0)) + 66.548584,96.86507,7,26414.96262218726,11.6810298093836,-100.000000000000,-100.000000000000,-100.000000000000,1
3,15.746317224806376 + -50.36229813174824*x0 + 13.625741256121032*x0**2 + 77.38005065844001*x0**3,-61.482975*x0*sin(1.8861687*x0 + 1.76209897493331) + 4.3275003455184*x0 + 15.667546,10.856298,14,4340.515123069676,-0.500251733035592,122.081353077177*sin(1.8861687*x0 + 1.76209897493331) - 108.592738032323,-100.000000000000,-100.000000000000,1
4,65.50704951369445 + -45.862006794750634*x0 + 84.10862623822928*x0**2 + 6.564277859398217*x0**3,154.23357*cosh(x0 - 0.22717388) - 92.32186,94.880165,8,6655.176389124263,-240.934236369018,-100.000000000000,-100.000000000000,-100.000000000000,1
5,-72.61416776689805 + 48.089670606551834*x0 + 60.23867742753782*x0**2 + 54.349361845803884*x0**3,sinh(sinh(x0 - 1.0554341)) + cosh(2*x0 + 3.9227974) - 94.65926,22.777166,14,1587.6233176474243,30.3592162673679,-100.000000000000,-100.000000000000,-100.000000000000,1
6,-33.579610093211954 + 26.094232775253474*x0 + -5.680019639728954*x0**2 + 64.97160409772485*x0**3,-x0**2*cosh(x0 + asinh(x0)) + 27.471523*x0*cosh(x0 + asinh(x0)) - 35.019154,7.5089235,13,1107.7052353328247,4.28695837382295,105.278140333188*cosh(x0 + asinh(x0)) - 100.0,17.6055729280492*cosh(x0 + asinh(x0)) - 100.0,-100.000000000000,1
7,75.2202507347532 + -12.923935656656752*x0 + 14.215559776904911*x0**2 + 37.724191957910904*x0**3,32.0257284460804*(0.287330313491739*tan(x0) + 1 + 0.287330313491739*exp(-sin(x0 - 0.20797504)))**2.7796297,34.328163,12,1185.317861206991,-100.000000000000,-100.000000000000,-100.000000000000,-100.000000000000,1
8,-9.414573741560432 + -45.17429864641751*x0 + 15.007334548575272*x0**2 + 70.30658689569981*x0**3,-49.550476*cos(1.9883288*x0)*sinh(x0 + 0.18309908),2.7252436,11,575.5347304348142,-100.000000000000,-100.000000000000,-100.000000000000,-100.000000000000,1
9,47.70076876274547 + -78.42189939473121*x0 + 63.952814495178615*x0**2 + -50.231862012073925*x0**3,cosh(x0 - 5.334633) - 51.797783,184.23428,6,39987.49029408293,-208.588989954506,-100.000000000000,-100.000000000000,-100.000000000000,1
