MSE,picked_equation,coeff A,coeff B,coeff C,coeff D
0.0003372667764350438,0.298815210502691*sin(569.250688138558*x0 - 1.51734742234343) - 0.0496876674299292,0.2988152105026914,569.2506881385576,-1.517347422343429,-0.049687667429929236
