voltage_equation,dv_dt_equation,coeff A,coeff w,coeff p,coeff c
0.299894563526963*sin(228.4492878688*x0 - 1.55129181348585) - 0.0496859862564122,68.5106994734593*cos(228.4492878688*x0 - 1.55129181348585),0.2998945635269635,228.44928786879962,-1.551291813485848,-0.04968598625641219
