ID,loss,complexity,MSE,picked_equation,substituted_form
0,3.7393903e-13,25,9.778273632443979e-08,2.7175533e-5*x12*x3*x6 + 5.4351066e-5*x3*x5*x6 + 2.7175533e-5*x3*x6*x7 - 0.000104288472158871*x3*x6 + 0.0005261732*x4 - 0.00028988792*x5 + 2.7175533e-5*x7,2.7175533e-5*c*sin(2*t*w)*sin(5*t*w) + 5.4351066e-5*c*sin(2*t*w)*cos(t*w) + 2.7175533e-5*c*sin(2*t*w)*cos(2*t*w) - 0.000104288472158871*c*sin(2*t*w) + 0.0005261732*sin(t*w) - 0.00028988792*cos(t*w) + 2.7175533e-5*cos(2*t*w)
1,3.859429e-13,25,1.0092189734734762e-07,1.66639519290125e-6*x4*x6 + 0.0005259527*x4 - 2.3526125e-6*x5*x6 - 0.00029073938*x5 - 2.3526125e-6*x6*x7 + 5.1763135385675e-6*x6 + 2.7223454e-5*x7,1.66639519290125e-6*sin(t*w)*sin(2*t*w) + 0.0005259527*sin(t*w) - 2.3526125e-6*sin(2*t*w)*cos(t*w) - 2.3526125e-6*sin(2*t*w)*cos(2*t*w) + 5.1763135385675e-6*sin(2*t*w) - 0.00029073938*cos(t*w) + 2.7223454e-5*cos(2*t*w)
