num_terms_removed,MSE,actual_eqn,removed_terms,full_eqn
0,4.951592904132788e-06,1.1937383*dx*p_val*x**2 + 2.3874766*dx*p_val*x + 1.035643*dx*x**2 + 2.071286*dx*x + 3.3564444*dx - 0.100718481781239*p*p_val*x**2 - 0.08737961295819*p*x**2 - 0.24831903*p_val*x + 0.51501876*x**2 - 0.017753009,[],1.1937383*dx*p_val*x**2 + 2.3874766*dx*p_val*x + 1.035643*dx*x**2 + 2.071286*dx*x + 3.3564444*dx - 0.100718481781239*p*p_val*x**2 - 0.08737961295819*p*x**2 - 0.24831903*p_val*x + 0.51501876*x**2 - 0.017753009
1,6.397291499619591e-06,2.3874766*dx*p_val*x + 2.071286*dx*x + 3.3564444*dx - 0.100718481781239*p*p_val*x**2 - 0.08737961295819*p*x**2 - 0.24831903*p_val*x + 0.51501876*x**2 - 0.017753009,[dx*x**2],1.1937383*dx*p_val*x**2 + 2.3874766*dx*p_val*x + 1.035643*dx*x**2 + 2.071286*dx*x + 3.3564444*dx - 0.100718481781239*p*p_val*x**2 - 0.08737961295819*p*x**2 - 0.24831903*p_val*x + 0.51501876*x**2 - 0.017753009
2,0.00011198800094071006,3.3564444*dx - 0.100718481781239*p*p_val*x**2 - 0.08737961295819*p*x**2 - 0.24831903*p_val*x + 0.51501876*x**2 - 0.017753009,"[dx*x**2, dx*x]",1.1937383*dx*p_val*x**2 + 2.3874766*dx*p_val*x + 1.035643*dx*x**2 + 2.071286*dx*x + 3.3564444*dx - 0.100718481781239*p*p_val*x**2 - 0.08737961295819*p*x**2 - 0.24831903*p_val*x + 0.51501876*x**2 - 0.017753009
3,0.001245414491334894,3.3564444*dx - 0.24831903*p_val*x - 0.017753009,"[dx*x**2, dx*x, x**2]",1.1937383*dx*p_val*x**2 + 2.3874766*dx*p_val*x + 1.035643*dx*x**2 + 2.071286*dx*x + 3.3564444*dx - 0.100718481781239*p*p_val*x**2 - 0.08737961295819*p*x**2 - 0.24831903*p_val*x + 0.51501876*x**2 - 0.017753009
