num_terms_removed,MSE,actual_eqn,removed_terms,full_eqn
0,1.3147679304907026e-07,-1.1493988498441e-8*dx**2 - 1.22440627598061e-5*dx*x**4 - 7.23445376398404e-7*dx*x + 7.5574635e-6*dx + 0.00100059388*x + 7.674374e-5,[],-1.1493988498441e-8*dx**2 - 1.22440627598061e-5*dx*x**4 - 7.23445376398404e-7*dx*x + 7.5574635e-6*dx + 0.00100059388*x + 7.674374e-5
1,8.756151746467429e-07,-1.1493988498441e-8*dx**2 - 7.23445376398404e-7*dx*x + 7.5574635e-6*dx + 0.00100059388*x + 7.674374e-5,[dx*x**4],-1.1493988498441e-8*dx**2 - 1.22440627598061e-5*dx*x**4 - 7.23445376398404e-7*dx*x + 7.5574635e-6*dx + 0.00100059388*x + 7.674374e-5
2,0.00028684188370217673,-7.23445376398404e-7*dx*x + 7.5574635e-6*dx + 0.00100059388*x + 7.674374e-5,"[dx*x**4, dx**2]",-1.1493988498441e-8*dx**2 - 1.22440627598061e-5*dx*x**4 - 7.23445376398404e-7*dx*x + 7.5574635e-6*dx + 0.00100059388*x + 7.674374e-5
3,0.0002918859606337612,7.5574635e-6*dx + 0.00100059388*x + 7.674374e-5,"[dx*x**4, dx**2, dx*x]",-1.1493988498441e-8*dx**2 - 1.22440627598061e-5*dx*x**4 - 7.23445376398404e-7*dx*x + 7.5574635e-6*dx + 0.00100059388*x + 7.674374e-5
