MSE,picked_equation,coeff A,coeff B,coeff C,coeff D
0.0003508807864823715,-0.299092108283492*sin(453.153498264913*x0 + 1.61239993858627) - 0.0496930059647253,-0.29909210828349225,453.15349826491257,1.6123999385862715,-0.049693005964725326
