ID,loss,complexity,MSE,expanded_form,substituted_form
0,4.8470928e-12,27,3.1999044921566135e-07,0.000198081200372697*x0**2 + 7.1167256680824e-9*x0*x1**3 + 1.05992235e-7*x0*x1*x3 - 0.00055467937*x0*x2 + 1.1930705e-5*x1 - 1.168308e-6,-0.00055467937*A*x + 7.1167256680824e-9*dx**3*x + 1.05992235e-7*dx*w*x + 1.1930705e-5*dx + 0.000198081200372697*x**2 - 1.168308e-6
1,5.349425e-12,21,3.531529530737326e-07,-2.0604177e-5*x0**3*x1 + 0.00017861484*x0**2 + 8.0171985e-6*x0*x1 + 0.00016480006*x0 + 1.1894216e-5*x1,-2.0604177e-5*dx*x**3 + 8.0171985e-6*dx*x + 1.1894216e-5*dx + 0.00017861484*x**2 + 0.00016480006*x
2,5.341699e-12,21,3.526429379083369e-07,-2.328435e-5*x0**3*x1 + 0.00017885029*x0**2 + 8.135534e-6*x0*x1 + 0.00016541714*x0 + 1.1880493e-5*x1,-2.328435e-5*dx*x**3 + 8.135534e-6*dx*x + 1.1880493e-5*dx + 0.00017885029*x**2 + 0.00016541714*x
3,6.6500594e-12,17,4.390169402553484e-07,0.000179363739090301*x0**2 + 6.93408269698078e-6*x0*x1 + 0.000165018164595208*x0 + 1.1900942e-5*x1,6.93408269698078e-6*dx*x + 1.1900942e-5*dx + 0.000179363739090301*x**2 + 0.000165018164595208*x
4,6.6716493e-12,15,4.4044224338094145e-07,0.0001821874*x0**2 + 6.9571665e-6*x0*x1 + 0.00016514148*x0 + 1.1900989e-5*x1,6.9571665e-6*dx*x + 1.1900989e-5*dx + 0.0001821874*x**2 + 0.00016514148*x
5,4.4596874e-12,27,2.944151696390186e-07,-1.9306e-5*x0**3*x1 - 0.00015216679*x0**3 + 0.00017610837*x0**2 + 7.940089e-6*x0*x1 + 0.00017610837*x0 + 1.18839835e-5*x1 + 1.18839835e-5*x5,1.18839835e-5*c - 1.9306e-5*dx*x**3 + 7.940089e-6*dx*x + 1.18839835e-5*dx - 0.00015216679*x**3 + 0.00017610837*x**2 + 0.00017610837*x
6,4.836621e-12,27,3.1929929718928195e-07,-2.18938044022992e-5*x0**3*x1 + 0.000203695486554324*x0**2 + 7.967637e-6*x0*x1 + 0.00016722194*x0 + 1.18730356263549e-5*x1 - 1.3864448e-6,-2.18938044022992e-5*dx*x**3 + 7.967637e-6*dx*x + 1.18730356263549e-5*dx + 0.000203695486554324*x**2 + 0.00016722194*x - 1.3864448e-6
7,6.6620776e-12,15,4.39810372485591e-07,0.00018059065*x0**2 + 6.9484395e-6*x0*x1 + 0.00016546692*x0 + 1.19104225e-5*x1,6.9484395e-6*dx*x + 1.19104225e-5*dx + 0.00018059065*x**2 + 0.00016546692*x
8,4.7985526e-12,25,3.167860240427521e-07,-1.88527976513117e-5*x0**3*x1 - 0.000127179189481091*x0**3 + 0.0001742392*x0**2 + 7.8306872243464e-6*x0*x1 + 0.0001742392*x0 + 1.18824155e-5*x1,-1.88527976513117e-5*dx*x**3 + 7.8306872243464e-6*dx*x + 1.18824155e-5*dx - 0.000127179189481091*x**3 + 0.0001742392*x**2 + 0.0001742392*x
9,5.1568676e-12,21,3.404409297189906e-07,-1.1012636e-5*x0**3*x1 - 1.67859064133079e-7*x0**2*x1 + 0.0001985411*x0**2 + 7.5253998006e-6*x0*x1 + 0.000165643143497883*x0 + 1.1890913e-5*x1 - 1.18911698437208e-6,-1.1012636e-5*dx*x**3 - 1.67859064133079e-7*dx*x**2 + 7.5253998006e-6*dx*x + 1.1890913e-5*dx + 0.0001985411*x**2 + 0.000165643143497883*x - 1.18911698437208e-6
