Hz,voltage_MSE,voltage_eqn,dv_dt_eqn
9,0.0186370503647098,-0.299819626315709*sin(56.549220880877*x0 + 1.56782760374159) - 0.0452480712795025,-16.954566272949*cos(56.549220880877*x0 + 1.56782760374159)
