ID,set_equation,picked_equation,loss,complexity,MSE,%diff_to_set_coeff_0,%diff_to_set_coeff_1,%diff_to_set_coeff_2,%diff_to_set_coeff_3,bad_equation
0,-60.605036385263176 + 29.24554037258912*x0 + -69.74696798075544*x0**2 + 11.443925316587894*x0**3,29.785526*x1 - 69.38319*x2 + 10.890742*x3 - 60.7464648699384,1.3884196,13,35.48475014292121,0.233360943430790,1.84638622002346,-0.521568164591495,-4.83385989758303,0
1,-22.67222471633636 + -91.78641518080977*x0 + -58.05832341439026*x0**2 + -53.814257966756294*x0**3,-53.741596*x1*x2 - 91.7137901115604*x1 - 57.9667441550412*x2 - 22.7231407759942,1.589178,11,9.23219412258196,0.224574607454346,58.5507080695271*x2 - 0.0791239848579893,92.5648431430241*x1 - 0.157736658524249,-100.000000000000,1
2,35.6802600133841 + -75.38726869768833*x0 + 83.44849453640953*x0**2 + -42.18402246794663*x0**3,40.64814*x1**2 - 40.64814*x1*x2 - 76.721667306948*x1 + 43.055325*x2 + 35.660064878415,21.545122,11,110.1764435825154,-0.0566003021320964,53.9191042495567*x2 + 1.77005830335991,-48.710453347082*x1 - 48.404911030223,-100.000000000000,1
3,95.79653902121132 + 61.373111141648394*x0 + 2.7431218503630674*x0**2 + 1.9313836125603103*x0**3,63.038273*x1 + 97.25064,11.226873,5,1086.7732107565391,1.51790554611448,2.71317817750583,-100.000000000000,-100.000000000000,1
4,-12.034606715116709 + 44.496816616909484*x0 + -38.2581540975522*x0**2 + -76.26743460129777*x0**3,44.6156931582225*x1 - 38.209225*x2 - 76.41845*x3 - 12.056679466448,0.008266647,13,1.038276172099509,0.183410657728983,0.267157406644336,-0.127891945407077,0.198007707341545,0
5,19.91611720924358 + -54.096482919784435*x0 + 77.924035332042*x0**2 + -59.474262547667145*x0**3,-56.618233*x1 + 78.294106*x2 - 56.618233*x3 + 19.3931738467009,17.496935,11,460.20036781071536,-2.62572948857697,4.66157861677417,0.474912094042738,-4.80212687862773,0
6,-29.55014058717893 + -97.18102097242544*x0 + 40.5837038283334*x0**2 + -2.625009712213398*x0**3,40.554317*x1**2 - 99.018486*x1 - 29.535692,5.246764,9,223.85170685576117,-0.0488951554606077,1.89076530498267,-100.000000000000,-100.000000000000,1
7,91.73056220958432 + 76.8752186074795*x0 + -86.00748047609186*x0**2 + 26.09236046407642*x0**3,25.500942*x1**3 - 86.02276*x1**2 + 77.24468*x1 + 91.8504,5.3615108,13,26.407341405020052,0.130641072646944,0.480598818725908,-100.000000000000,-100.000000000000,1
8,-54.50843263671841 + 40.13842153784219*x0 + 27.01675892577542*x0**2 + 72.36653233952575*x0**3,40.289734*x1 + 27.147112*x2 + 72.29695*x3 - 54.511314,2.8555233,13,10.921993038799158,0.00528608720194114,0.376976613330834,0.482489681988523,-0.0961526513378988,0
9,-74.23608322572457 + 90.61804385535319*x0 + 69.39799626055387*x0**2 + -67.25471886545549*x0**3,69.432978041176*x1**2 - 67.30634*x1*x2 + 90.64331*x1 - 74.25953,0.14232238,13,0.36330659633806894,0.0315840670151396,0.0278820239014839 - 74.2747659698284*x2,-96.9859990586749*x1 - 100.0,-100.000000000000,1
10,-67.83605411961322 + -28.260956897782677*x0 + -77.5836803620134*x0**2 + -81.37734022578564*x0**3,-28.490934*x1 - 81.13764*x3 - 67.79788 - 77.66694*x3/x1,0.48821607,13,3.9403900236864255,-0.0562740862637817,0.813762616209808,-100.000000000000,-0.294554018502668 + 95.4404995106857/x1,1
11,55.61441506548448 + 82.79169065244156*x0 + -55.28936826484943*x0**2 + -38.94544274241891*x0**3,-38.74204*x1*x2 + 82.668679264144*x1 - 55.13086*x2 + 55.477780156296,2.3111055,11,8.181874452492265,-0.245682542965890,-46.7945994274215*x2 - 0.148579389221505,70.0714101387744*x1 - 0.286688507797987,-100.000000000000,1
