ID,set_equation,picked_equation,loss,complexity,MSE,%diff_to_set_coeff_0,%diff_to_set_coeff_1,%diff_to_set_coeff_2,%diff_to_set_coeff_3,bad_equation
12,67.75329228656057 + 61.90321843619856*x0 + -23.051829175023755*x0**2 + -8.125554359226498*x0**3,62.33921*x1 - 23.382448*x2 - 8.960276*x3 + 67.990814205469,3.8886123,13,58.33025178488429,0.350568822403271,0.704311625171485,1.43424117221233,10.2727962163675,0
13,92.95613175090574 + -23.693462038352365*x0 + -7.732587662305306*x0**2 + 88.0182418322145*x0**3,-22.6090019550004*x1 - 7.104522*x2 + 86.3954*x3 + 92.69669,8.866182,13,144.09635793204944,-0.279101277149701,-4.57704358103751,-8.12232191517195,-1.84375624692443,0
14,58.535724663695134 + 38.957621015026945*x0 + -90.96277385440614*x0**2 + 51.0265421547968*x0**3,-90.94682*x1**2 + 50.873623*x1*x2 + 39.261578*x1 + 58.53987,1.5268372,13,18.755982882871937,0.00708172031470045,130.587088416864*x2 + 0.780224708423062,-55.9279591467029*x1 - 100.0,-100.000000000000,1
15,-61.745563048250204 + 93.6884162368525*x0 + 25.947582481823034*x0**2 + 54.88456258503368*x0**3,94.19683*x1 + 27.001804*x2 + 54.003608*x3 - 62.304826607328,5.2289696,13,176.66966349078805,0.905755055858448,0.542664486783710,4.06288916863633,-1.60510450214265,0
16,-18.617202708296873 + -49.20885493993232*x0 + -45.71739693738961*x0**2 + 55.63305109375602*x0**3,55.674805*x1*x2 - 49.249866*x1 - 45.7190619803103*x2 - 18.6169703831816,0.035246212,11,0.10255856877011373,-0.00124790560036230,0.0833408135949016 - 113.139810036142*x2,0.00364203351947664 - 121.780347809931*x1,-100.000000000000,1
17,0.12168081633335248 + -12.012252209471356*x0 + -17.737212054033066*x0**2 + -64.63792880133312*x0**3,-11.750772*x1 - 17.608772*x2 - 64.81801*x3,1.4378132,11,14.404096466178522,-100.000000000000,-2.17677921601734,-0.724127634274196,0.278599890198167,1
18,21.655578538846925 + 3.1731474424825166*x0 + 3.9721262393103416*x0**2 + 92.1015199166927*x0**3,95.81416*x3 + 23.588375,8.01314,5,2483.152616803442,8.92516659245987,-100.000000000000,-100.000000000000,4.03103020087557,1
19,49.857259642037235 + 60.73952480571779*x0 + 23.043789946098812*x0**2 + 3.222028631756018*x0**3,23.2891*x1**2 + 63.01228*x1 + 49.742306,7.5795345,9,342.6685643893991,-0.230565504126329,3.74180601766620,-100.000000000000,-100.000000000000,1
20,-5.0625852298012575 + 82.1621485841352*x0 + -39.66523895693121*x0**2 + -78.2079700036044*x0**3,-39.40112*x1**2 - 78.80224*x1*x2 + 82.581741214544*x1 - 5.1854744,0.13845485,13,20.28300744696562,2.42739953246312,0.510688483248641 - 95.9106369027161*x2,198.668259847278*x1 - 100.0,-100.000000000000,1
21,0.9361857890679772 + -95.31946665586275*x0 + 1.4131958314633977*x0**2 + -25.761241554358307*x0**3,-95.39991*x1 - 25.467436*x3 + 1.82104,6.300883,9,295.2111443429169,94.5169453824910,0.0843934056279187,-100.000000000000,-1.14049454386099,1
22,-93.57320918924555 + 38.39873164227586*x0 + 68.48965353361584*x0**2 + 32.30733882667488*x0**3,31.012007*x1**2 + 31.012007*x1*x2 + 38.935795*x1 + 38.935795*x2 - 94.26196,1.2807499,11,416.3976278550998,0.736055561973410,80.7631025131484*x2 + 1.39864869164805,45.2798421367087*x1 - 43.1508366721556,-100.000000000000,1
23,-42.073009749629975 + 81.76747706477434*x0 + 55.58840269405502*x0**2 + 8.762123547134564*x0**3,8.91487038714519*x1**3 + 55.4700619485428*x1**2 + 81.5742823105882*x1 - 41.933132,4.0861635,13,12.147361261517345,-0.332464329180074,-0.236273346226739,-100.000000000000,-100.000000000000,1
24,-96.87387663195923 + 75.83374639895524*x0 + -55.86487112644889*x0**2 + 14.73631922662048*x0**3,14.199441*x1*x2 + 76.376656*x1 - 55.955814*x2 - 96.7495,1.549004,13,26.170221011664186,-0.128390270198193,18.7244355900576*x2 + 0.715920848995843,0.16279080523655 - 25.4174774123436*x1,-100.000000000000,1
25,96.92486270039703 + 22.23330142056676*x0 + 85.52437987976515*x0**2 + -68.52312979307298*x0**3,-47.794*x2*x3 + 85.86325*x2 + 96.91605,27.47797,9,7192.152429434979,-0.00909230114080303,-100.000000000000,0.396226340034557 - 55.8834803212738*x3,69.7487113392645*x2 - 100.0,1
26,29.67160794420525 + 10.720200769802886*x0 + 24.852669537084665*x0**2 + -85.54445920889452*x0**3,-34.387756*x2*x3 + 24.2282614387892*x2 - 42.68267*x3 + 30.072531853069,8.802079,9,2370.176501131018,1.35120384988118,-100.000000000000,-138.366447711733*x3 - 2.51243874370812,40.198694711515*x2 - 50.1046936356551,1
27,67.4283908370904 + 86.52668412879328*x0 + 38.54187366439254*x0**2 + 90.26820986989975*x0**3,87.5104936020641*x1*x2 + 88.13928*x1 + 39.4771326766721*x2 + 66.7848724767464,30.100292,11,482.1912693089242,-0.954373005725094,101.137001242075*x2 + 1.8636977568751,227.053034224727*x1 + 2.42660494511351,-100.000000000000,1
28,75.5127656274139 + 19.821808742281917*x0 + -0.5014791118506281*x0**2 + 63.43081386020498*x0**3,19.098738*x1 + 64.16112*x3 + 75.31925,9.925093,9,66.87513549104149,-0.256268759071444,-3.64785450048024,-100.000000000000,1.15134284955659,1
29,55.20491683822445 + 40.71066487108993*x0 + -56.86783822405233*x0**2 + 20.027482775264943*x0**3,20.119146*x1*x2 + 40.7198075450472*x1 - 56.84291*x2 + 55.21364,1.5465707,13,3.770308482411104,0.0158014218210165,49.4198413700861*x2 + 0.0224576876506962,-35.3787775802784*x1 - 0.0438353642952105,-100.000000000000,1
30,29.726814873697975 + 23.57374049806549*x0 + 87.68823781100227*x0**2 + 2.30510883038761*x0**3,25.633623*x1 + 87.714645*x2 + 29.7554941982262,7.9413,9,223.67173856937285,0.0964762778995153,8.73803842077394,0.0301148587962889,-100.000000000000,1
31,-43.116990955157505 + -59.609158848552354*x0 + -41.56273292546988*x0**2 + -41.23947884268328*x0**3,-41.503986*x1**2 - 41.503986*x1*x2 - 59.3787442233402*x1 - 43.15215,0.10019598,11,3.178933899842041,0.0815433639120606,69.6268607068391*x2 - 0.386542319440482,99.8586548060369*x1 - 100.0,-100.000000000000,1
32,-98.71674944680397 + 66.46645646803216*x0 + -8.746132207052227*x0**2 + -58.91664212967531*x0**3,65.6189512471754*x1 - 10.3368*x2 - 57.9555932653282*x3 - 97.6317,2.7113047,13,438.87404428314716,-1.09915435109488,-1.27508711294755,18.1870997978418,-1.63120101487082,0
33,39.498279672235384 + 10.43622408212461*x0 + -34.232197273453906*x0**2 + 1.6821936662344825*x0**3,11.707257*x1 - 34.24508*x2 + 39.490852,0.7363751,9,88.75855276204845,-0.0188050525162704,12.1790497010546,0.0376333614906039,-100.000000000000,1
34,-7.898136630735138 + -53.812353079678445*x0 + -75.64797813265518*x0**2 + -99.35595772560978*x0**3,-99.67989*x1*x2 - 53.51703646221*x1 - 75.5801*x2 - 7.98643830889999,2.0580437,11,8.220397343058615,1.11800646523678,185.236073680716*x2 - 0.548789637634288,131.768082188797*x1 - 0.0897289449509824,-100.000000000000,1
35,-52.056540306632094 + -90.09196083043345*x0 + -12.805721547924492*x0**2 + -68.40315596722087*x0**3,-12.791355*x1**2 - 90.038155*x1 - 68.45223*x3 - 52.067127,3.5446062,13,0.25776432085876083,0.0203369131055306,-0.0597232316152133,-100.000000000000,0.0717423517748918,1
36,-63.135217108183596 + 7.848847846592392*x0 + 82.06320571210591*x0**2 + -10.177395445220426*x0**3,-10.148945*x1*x2 + 7.8108137976935*x1 + 82.053406*x2 - 63.1498028349298,0.19748837,9,0.5527357152180302,0.0231023625391274,-129.304901794041*x2 - 0.484581299603167,-12.3672295177019*x1 - 0.0119416637710887,-100.000000000000,1
37,56.476328803547005 + 35.69235915862657*x0 + 95.63319694316573*x0**2 + -53.514942858934255*x0**3,-53.377598*x1*x2 + 35.5377409328719*x1 + 95.466255*x2 + 56.6400400634621,11.959156,11,11.905084368969574,0.289875888506509,-149.549089099926*x2 - 0.433196990615139,-55.8149258899313*x1 - 0.174564846206007,-100.000000000000,1
38,55.34473393695046 + -70.53388947645097*x0 + 2.0122855912037494*x0**2 + 87.72730018539636*x0**3,87.65976*x3 + 56.371998 - 70.54676*x3/x2,2.974966,9,507.6851981105806,1.85611889329852,-100.000000000000,-100.000000000000,-0.0769887882718596 - 80.4159706851935/x2,1
39,20.32393691652183 + 55.650788278994014*x0 + 48.154357630812854*x0**2 + 6.35313678432064*x0**3,60.30553*x1 + 47.817562*x2 + 20.501278,8.139523,9,1280.63086735412,0.872572495213777,8.36419728265191,-0.699408417811275,-100.000000000000,1
