,complexity,loss,equation,score,sympy_format,lambda_format
0,1,0.2873588,x1,0.0,x1,PySRFunction(X=>x1)
1,3,0.13626163,x1 * 2.832303,0.37307741072990935,x1*2.832303,PySRFunction(X=>x1*2.832303)
2,5,0.04863451,(x1 * 2.832303) + x0,0.5151217132384661,x0 + x1*2.832303,PySRFunction(X=>x0 + x1*2.832303)
3,7,0.04009043,(2.8308418 * x1) + (x0 / 0.7027798),0.09659785437906161,x0/0.7027798 + 2.8308418*x1,PySRFunction(X=>x0/0.7027798 + 2.8308418*x1)
4,9,0.015396238,(x1 * 2.8300407) + ((x0 * x7) * -3.0263827),0.4785072293005056,x0*x7*(-3.0263827) + x1*2.8300407,PySRFunction(X=>x0*x7*(-3.0263827) + x1*2.8300407)
5,11,0.008723028,(x7 * ((x0 + 0.05008604) * -3.1883655)) + (2.8308418 * x1),0.28407838425595167,2.8308418*x1 + x7*(x0 + 0.05008604)*(-3.1883655),PySRFunction(X=>2.8308418*x1 + x7*(x0 + 0.05008604)*(-3.1883655))
6,13,0.0028621396,((x7 * (x0 + 0.05008604)) * -3.1883655) + (x1 * (x7 + 3.2992477)),0.5571984841635587,x1*(x7 + 3.2992477) + x7*(x0 + 0.05008604)*(-3.1883655),PySRFunction(X=>x1*(x7 + 3.2992477) + x7*(x0 + 0.05008604)*(-3.1883655))
7,15,0.0019689659,(x7 * ((x0 + 0.05008604) * -3.1883655)) + ((x1 * (x7 + 2.2504432)) * 1.5860097),0.18703048797619667,x1*(x7 + 2.2504432)*1.5860097 + x7*(x0 + 0.05008604)*(-3.1883655),PySRFunction(X=>x1*(x7 + 2.2504432)*1.5860097 + x7*(x0 + 0.05008604)*(-3.1883655))
8,17,0.0019681943,((x7 * (x0 + 0.05008604)) * -3.1883655) + (x1 * ((x7 + 2.2504432) * (x6 + 1.5860097))),0.00019597881993175116,x1*(x6 + 1.5860097)*(x7 + 2.2504432) + x7*(x0 + 0.05008604)*(-3.1883655),PySRFunction(X=>x1*(x6 + 1.5860097)*(x7 + 2.2504432) + x7*(x0 + 0.05008604)*(-3.1883655))
9,19,0.0013255978,(x7 * ((x0 * -3.2139418) + -0.15845145)) + (x1 * (((x0 / x4) + 1.791023) * (x7 + 2.0441985))),0.19762649796419784,x1*(x7 + 2.0441985)*(x0/x4 + 1.791023) + x7*(x0*(-3.2139418) - 0.15845145),PySRFunction(X=>x1*(x7 + 2.0441985)*(x0/x4 + 1.791023) + x7*(x0*(-3.2139418) - 0.15845145))
