point_id,measurementpart_id,t,x,y,z,q,statusbyte
1,1,6.09999988228083e-05,6.09999988228083e-05,1.80903157342982e-06,-0.000380161101929843,1.10350923849642e-10,278528
2,1,0.000121999997645617,0.000121999997645617,1.10214759843075e-05,0.00117449136450887,7.82660945918007e-10,278528
3,1,0.000182999996468425,0.000182999996468425,1.87400110007729e-05,0.00210728263482451,1.92580159490457e-09,278528
4,1,0.000243999995291233,0.000243999995291233,2.68320218310691e-05,0.00272914348170161,3.56255489501335e-09,278528
5,1,0.000304999994114041,0.000304999994114041,3.29321519529913e-05,0.00428379606455564,5.57141612537836e-09,278528
6,1,0.00036599999293685,0.00036599999293685,3.95302595279645e-05,0.00552751822397113,7.9827619100495e-09,278528
7,1,0.000426999991759658,0.000426999991759658,4.61283598269802e-05,0.00521658733487129,1.07965918051934e-08,278528
8,1,0.000487999990582466,0.000487999990582466,5.38468921149615e-05,0.00646030949428678,1.40812521608179e-08,278528
9,1,0.000548999989405274,0.000548999989405274,5.8079636801267e-05,0.00770403118804097,1.76241099373243e-08,278528
10,1,0.000609999988228083,0.000609999988228083,6.25613683951087e-05,0.00956961419433355,2.14403533357792e-08,278528
11,1,0.000670999987050891,0.000670999987050891,6.72920868964866e-05,0.00956961419433355,2.55451705572492e-08,278528
12,1,0.000731999985873699,0.000731999985873699,7.22717813914642e-05,0.0111242663115263,2.99537491370508e-08,278528
13,1,0.000792999984696507,0.000792999984696507,7.77494569774717e-05,0.0136117096990347,3.46964659211506e-08,278528
14,1,0.000853999983519316,0.000853999983519316,8.14842278487049e-05,0.0136117096990347,3.9667003723999e-08,278528
15,1,0.000914999982342124,0.000914999982342124,8.54679819894955e-05,0.0151663636788726,4.4880550524746e-08,278528
16,1,0.000975999981164932,0.000975999981164932,8.95762423169799e-05,0.0154772931709886,5.03447012006334e-08,278528
17,1,0.00103699997998774,0.00103699997998774,9.30620299186558e-05,0.0160991530865431,5.60214849161195e-08,278528
18,1,0.00109799997881055,0.00109799997881055,9.55518844421022e-05,0.0173428747802973,6.18501497546049e-08,278528
19,1,0.00115899997763336,0.00115899997763336,9.90376647678204e-05,0.0185865983366966,6.78914471888556e-08,278528
20,1,0.00121999997645617,0.00121999997645617,0.00010364389163442,0.0198303200304508,7.42137244565465e-08,278528
21,1,0.00128099997527897,0.00128099997527897,0.000106382729427423,0.020763112232089,8.07030708263864e-08,278528
22,1,0.00134199997410178,0.00134199997410178,0.000108748077764176,0.0220068339258432,8.73367034419838e-08,278528
23,1,0.00140299997292459,0.00140299997292459,0.000111984889372252,0.0229396242648363,9.41677815618635e-08,278528
24,1,0.0014639999717474,0.0014639999717474,0.000113727779535111,0.0241833459585905,1.01105175979626e-07,278528
25,1,0.00152499997057021,0.00152499997057021,0.000115097202069592,0.0251161381602287,1.08126105170379e-07,278528
26,1,0.00158599996939301,0.00158599996939301,0.000117836032586638,0.025738000869751,1.15314103019449e-07,278528
27,1,0.00164699996821582,0.00164699996821582,0.000121819794003386,0.0263598598539829,1.2274511031025e-07,278528
28,1,0.00170799996703863,0.00170799996703863,0.000122815734357573,0.0282254442572594,1.30236869961484e-07,278528
29,1,0.00176899996586144,0.00176899996586144,0.000125056598335505,0.0294691640883684,1.37865322312735e-07,278528
30,1,0.00182999996468425,0.00182999996468425,0.000128044412122108,0.0307128876447678,1.4567603130145e-07,278528
31,1,0.00189099996350706,0.00189099996350706,0.000130036307382397,0.0313347466289997,1.53608245898699e-07,278528
32,1,0.00195199996232986,0.00195199996232986,0.000130534259369597,0.032889399677515,1.6157083556658e-07,278528
33,1,0.00201299996115267,0.00201299996115267,0.000133024106617086,0.033511258661747,1.69685305913628e-07,278528
34,1,0.00207399995997548,0.00207399995997548,0.000134767018607818,0.0344440527260303,1.77906093890058e-07,278528
35,1,0.00213499995879829,0.00213499995879829,0.000135140493512154,0.0356877744197845,1.86149663835213e-07,278528
36,1,0.0021959999576211,0.0021959999576211,0.000137630340759642,0.0366205647587776,1.94545114459534e-07,278528
37,1,0.00225699995644391,0.00225699995644391,0.000139124240376987,0.0375533550977707,2.03031692958754e-07,278528
38,1,0.00231799995526671,0.00231799995526671,0.000140493662911467,0.0384861491620541,2.11601806230966e-07,278528
39,1,0.00237899995408952,0.00237899995408952,0.000141863085445948,0.0397298708558083,2.20255454276169e-07,278528
40,1,0.00243999995291233,0.00243999995291233,0.000142361051985063,0.0397298708558083,2.28939478279671e-07,278528
41,1,0.00250099995173514,0.00250099995173514,0.000143979457789101,0.0419063866138458,2.37722225035315e-07,278528
42,1,0.00256199995055795,0.00256199995055795,0.000145224374136887,0.0428391769528389,2.46580911686708e-07,278528
43,1,0.00262299994938076,0.00262299994938076,0.000147589729749598,0.0434610396623611,2.55583885027692e-07,278528
44,1,0.00268399994820356,0.00268399994820356,0.000148461200296879,0.0456375479698181,2.64640018071034e-07,278528
