ID,set_equation,picked_equation,loss,complexity,MSE,%diff_to_set_coeff_0,%diff_to_set_coeff_1,%diff_to_set_coeff_2,%diff_to_set_coeff_3,bad_equation
0,-73.97690429788199 + -21.245674346656358*x0 + -27.228332123785577*x0**2 + -8.198461527311565*x0**3,-8.3717375*x0**3 - 27.1795950642562*x0**2 - 21.0628195516787*x0 - 74.009544,0.120827466,13,2.7092237489026267,0.0441214760577011,-0.860668350621030,-0.178993921874323,2.11351815351210,0
1,-41.906303822142775 + 56.05527874330963*x0 + 38.70937574755541*x0**2 + 45.8956381519437*x0**3,cos(2.47822589682904*exp(tan(x0)) + 1.2859187) + 39.5830433050765*cos(sinh(cos(tan(x0))) + acos(x0)) + 39.5830433050765*tan(x0) - 4.333993,0.36776903,24,121.88925633057458,-89.6578972500315,-100.000000000000,-100.000000000000,-100.000000000000,1
2,64.44502217377567 + -99.31035395318555*x0 + 17.324447756323053*x0**2 + -14.624514040938408*x0**3,14.650587*x0*sinh(x0) - 10.762339*x0 - 88.341515948952*sinh(x0) + 64.895784886744,1.1776812,10,152.66704507946312,0.699453111759139,-14.752325831913*sinh(x0) - 89.1629235305381,-100.000000000000,-100.000000000000,1
3,3.702680030933948 + -91.40556367546333*x0 + 69.17120251168234*x0**2 + 77.00905612589563*x0**3,-tan(cos(8.424283*x0 - 0.48030436)) + Abs(38.513546*cos(4.4553046*cos(x0) + 2.6736321) - 79.04036*sinh(x0)) - 21.050539,0.5841452,25,407.61836092929474,-668.521687646078,-100.000000000000,-100.000000000000,-100.000000000000,1
4,-60.965074211299665 + 49.3126141976897*x0 + -36.204836048305154*x0**2 + -20.868359997148957*x0**3,"-68.8265422126777*x0*tanh(x0 - 0.916676) - tan(atanh(Mod(sin(x0) + 1, 2) - 1)) + sinh(x0) - 61.37810184",0.091162115,20,39.66108575581496,0.677482368460368,-139.571878985686*tanh(x0 - 0.916676) - 100.0,-100.000000000000,-100.000000000000,1
5,34.34487780325196 + 31.012827885233207*x0 + -48.24589045553074*x0**2 + -8.440991613021168*x0**3,21.84047498665*cos(x0 + 0.72387446569016*x0/cos(x0)) + 24.3308718276923*cos(1.45738305885467*x0 - 1.0448225) + tan(x0),0.079610825,23,40.644170708467094,-100.000000000000,-100.000000000000,-100.000000000000,-100.000000000000,1
6,12.537632703887638 + -72.75773951202552*x0 + 59.7823599811577*x0**2 + 33.99295484368656*x0**3,33.65152*x0**3 + 59.606082627392*x0**2 - 72.39405*x0 + 12.651907,0.30630967,13,14.065331049024282,0.911450341633691,-0.499863676998128,-0.294865163940107,-1.00442825655087,0
7,-6.459492203056527 + 18.79481424358633*x0 + -99.24052197706963*x0**2 + 52.68384880186403*x0**3,52.698235*x0**3 - 99.2497109808355*x0**2 + 18.779049*x0 - 6.4555365793057,0.0007920428,13,0.02970917664824651,-0.0612373794484145,-0.0838808161762473,0.00925932631428279,0.0273066574730913,0
8,-85.64313029577046 + -54.84369818356099*x0 + -40.28315679534984*x0**2 + 78.32036879085854*x0**3,78.39651*x0**3 - 40.276985*x0**2 - 54.9065041273524*x0 - 85.6670986260586,0.14066914,13,0.6403727340555226,0.0279862847205217,0.114518068386284,-0.0153210320164093,0.0972176335696155,0
9,-30.71401407349488 + 2.0774337720300906*x0 + 28.834400955915925*x0**2 + -99.57412065829357*x0**3,-99.928085*x0**3 + 28.837046*x0**2 + 2.2852705*x0 - 30.7122,0.23303649,13,5.561216707453399,-0.00590633803364150,10.0044935616315,0.00917322363700257,0.355478250138027,0
