ID,loss,complexity,MSE,picked_equation,substituted_form
0,2.2224104e-13,25,1.4420345961475796e-08,2.53626939181081e-10*x0*x3**2 - 6.4500665e-7*x0*x3 + 0.0025912726*x0 - 3.12431210756792e-10*x3**2 + 3.533912e-6*x3 + 0.00013348158,2.53626939181081e-10*dx**2*x - 3.12431210756792e-10*dx**2 - 6.4500665e-7*dx*x + 3.533912e-6*dx + 0.0025912726*x + 0.00013348158
1,2.2210189e-13,23,1.4427472244644063e-08,0.00010256957*x0**2 - 6.44001819093408e-7*x0*x3 + 2.61964251094421e-10*x0*x4 + 0.00260150000000003*x0 + 2.28031750118996e-12*x3**2 - 9.28101304418275e-16*x3*x4 + 3.5336380632378e-6*x3 + 0.00012460888,-9.28101304418275e-16*dx**3 + 2.61964251094421e-10*dx**2*x + 2.28031750118996e-12*dx**2 - 6.44001819093408e-7*dx*x + 3.5336380632378e-6*dx + 0.00010256957*x**2 + 0.00260150000000003*x + 0.00012460888
2,2.2568159e-13,23,1.4643569629450709e-08,1.36133687255917e-10*x0*x1*x3**2 + 5.87068316022074e-11*x0*x3**2 - 6.4406896e-7*x0*x3 + 0.0025918977*x0 - 7.4690796960872e-10*x1*x3**2 - 3.22099557266344e-10*x3**2 + 3.533734e-6*x3 + 0.00013374514,1.36133687255917e-10*dx**2*x**3 - 7.4690796960872e-10*dx**2*x**2 + 5.87068316022074e-11*dx**2*x - 3.22099557266344e-10*dx**2 - 6.4406896e-7*dx*x + 3.533734e-6*dx + 0.0025918977*x + 0.00013374514
3,2.2731586e-13,23,1.4749670864279754e-08,2.2082880127328e-10*x0*x3**2 - 6.40687015888e-7*x0*x3 + 0.002591455*x0 - 3.1329251768952e-10*x3**2 + 3.533825148512e-6*x3 + 0.00013350633,2.2082880127328e-10*dx**2*x - 3.1329251768952e-10*dx**2 - 6.40687015888e-7*dx*x + 3.533825148512e-6*dx + 0.002591455*x + 0.00013350633
4,2.209937e-13,23,1.4339558785875085e-08,2.6638533e-10*x0*x3**2 - 6.425118e-7*x0*x3 + 0.002591193*x0 + 3.5340072e-6*x3 - 3.11602037801568e-10*x4 + 0.00013346742,2.6638533e-10*dx**2*x - 3.11602037801568e-10*dx**2 - 6.425118e-7*dx*x + 3.5340072e-6*dx + 0.002591193*x + 0.00013346742
5,2.3467814e-13,25,1.5227311096060995e-08,2.90562120942893e-10*x0*x3**2 - 6.4214737887036e-7*x0*x3 + 0.0025911836*x0 - 3.05726322129862e-10*x3**2 + 3.5334915e-6*x3 + 0.00013346156856225,2.90562120942893e-10*dx**2*x - 3.05726322129862e-10*dx**2 - 6.4214737887036e-7*dx*x + 3.5334915e-6*dx + 0.0025911836*x + 0.00013346156856225
6,2.483839e-13,21,1.6116668355382273e-08,-6.471286e-7*x0*x3 + 0.0025924263*x0 - 1.2093823e-9*x1*x3**2 - 3.216634e-10*x3**2 + 3.533996e-6*x3 + 0.00013393372,-1.2093823e-9*dx**2*x**2 - 3.216634e-10*dx**2 - 6.471286e-7*dx*x + 3.533996e-6*dx + 0.0025924263*x + 0.00013393372
7,2.3262252e-13,23,1.5093942900636055e-08,2.1640440578436e-10*x0*x3**2 - 6.3955974e-7*x0*x3 + 0.0025914565*x0 - 3.228207e-10*x3**2 + 3.534046e-6*x3 + 0.00013363667,2.1640440578436e-10*dx**2*x - 3.228207e-10*dx**2 - 6.3955974e-7*dx*x + 3.534046e-6*dx + 0.0025914565*x + 0.00013363667
8,2.5344047e-13,23,1.6444898665444896e-08,-6.53868619823872e-7*x0*x3 + 5.91675154100412e-11*x0*x4 + 0.00259274592163208*x0 - 1.23507501685712e-7*x1*x3 + 1.11759943629249e-11*x1*x4 + 3.53648588793096e-6*x3 - 3.20010896574164e-10*x4 + 0.00013358486428992,1.11759943629249e-11*dx**2*x**2 + 5.91675154100412e-11*dx**2*x - 3.20010896574164e-10*dx**2 - 1.23507501685712e-7*dx*x**2 - 6.53868619823872e-7*dx*x + 3.53648588793096e-6*dx + 0.00259274592163208*x + 0.00013358486428992
9,3.319883e-13,19,2.1542493509713117e-08,-1.91851741268933e-5*x0*x1 - 6.458671e-7*x0*x3 + 0.00260490000000002*x0 + 0.000104993119841623*x1 + 3.5345836e-6*x3 + 0.0001244096,-6.458671e-7*dx*x + 3.5345836e-6*dx - 1.91851741268933e-5*x**3 + 0.000104993119841623*x**2 + 0.00260490000000002*x + 0.0001244096
