Hz,voltage_MSE,voltage_eqn,dv_dt_eqn
3,0.05660253052247771,0.299824120791632*sin(18.8496459803981*x0 - 1.57171232965393) - 0.0452390757166922,5.65157853330639*cos(18.8496459803981*x0 - 1.57171232965393)
