Hz,voltage_MSE,voltage_eqn,dv_dt_eqn
36,0.0016484094252798918,0.299894563526984*sin(228.449287868794*x0 - 1.55129181346913) - 0.0496859862566539,68.5106994734622*cos(228.449287868794*x0 - 1.55129181346913)
