ID,loss,complexity,MSE,expanded_form,substituted_form
0,2.6851785e-13,31,7.021585748232389e-08,3.8121252487329e-6*x0**3*x1 + 3.8121252487329e-6*x0**2*x1**2*x6 - 4.61767631401355e-7*x0**2*x1 + x0**2*x6 - 2.0473926e-6*x0*x1**2*x6 - 8.5159763e-7*x0*x1 + 0.0010619925*x0 + 7.5583825e-6*x1 + 2.4039538e-5,3.8121252487329e-6*A_val*dx**2*x**2 - 2.0473926e-6*A_val*dx**2*x + A_val*x**2 + 3.8121252487329e-6*dx*x**3 - 4.61767631401355e-7*dx*x**2 - 8.5159763e-7*dx*x + 7.5583825e-6*dx + 0.0010619925*x + 2.4039538e-5
1,5.577101e-13,29,1.4583857357712624e-07,4.37932306038716e-6*x0**3*x1 - 3.71820205803426e-7*x0**2*x1 - 8.91980105085533e-7*x0*x1 + 4.37932306038716e-6*x0*x3 - 1.1497590459814e-8*x1**2 + 7.55724486038716e-6*x1 + 7.670406e-5,-1.1497590459814e-8*dx**2 + 4.37932306038716e-6*dx*x**3 - 3.71820205803426e-7*dx*x**2 - 8.91980105085533e-7*dx*x + 7.55724486038716e-6*dx + 4.37932306038716e-6*w*x + 7.670406e-5
2,4.2948522e-13,39,1.1230942327480469e-07,5*x0**3*x1*x6**2 + 0.030775258*x0**2*x1**2*x6**2 - 2.11274*x0**2*x1*x6**2 + x0**2*x6 - 2.11274*x0*x1*x6**2 + 0.0010615184*x0 + 7.563038e-6*x1 + 2.3713003e-5,0.030775258*A_val**2*dx**2*x**2 + 5*A_val**2*dx*x**3 - 2.11274*A_val**2*dx*x**2 - 2.11274*A_val**2*dx*x + A_val*x**2 + 7.563038e-6*dx + 0.0010615184*x + 2.3713003e-5
3,3.531744e-13,33,9.235312523476771e-08,-1.16388845e-8*x0**2*x1*x2*x3 - 3.39479305208498e-11*x0*x1**3 - 8.86182291497562e-9*x0*x1**2*x2 - 8.86182291497562e-9*x0*x1*x2*x3 + 0.0010036643*x0 - 1.16388845e-8*x1**2 + 7.5594785e-6*x1 + 7.684691e-5,-8.86182291497562e-9*A*dx**2*x - 1.16388845e-8*A*dx*w*x**2 - 8.86182291497562e-9*A*dx*w*x - 3.39479305208498e-11*dx**3*x - 1.16388845e-8*dx**2 + 7.5594785e-6*dx + 0.0010036643*x + 7.684691e-5
4,7.491284e-13,27,1.9589230676540334e-07,5.80388179755644e-8*x0**2*x1*x3*x5 + 5.80388179755644e-8*x0*x1**2*x5 + 5.80388179755644e-8*x0*x1*x3*x5 + 0.0010044423*x0 + 2.3519333e-7*x1**2*x5 - 0.00015215171*x1*x5 + 7.700745e-5,5.80388179755644e-8*c*dx**2*x + 2.3519333e-7*c*dx**2 + 5.80388179755644e-8*c*dx*w*x**2 + 5.80388179755644e-8*c*dx*w*x - 0.00015215171*c*dx + 0.0010044423*x + 7.700745e-5
5,2.630722e-13,35,6.879159755468407e-08,2.69299702668024e-6*x0**3*x1 - 1.16218451855995e-7*x0**2*x1**2*x5 - 6.4121840667174e-7*x0**2*x1 + 2.76722958795179e-8*x0*x1**2*x5 - 8.122498e-7*x0*x1 + 0.0010032522*x0 - 1.1690003e-8*x1**2 + 7.561625e-6*x1 + 7.685256e-5,-1.16218451855995e-7*c*dx**2*x**2 + 2.76722958795179e-8*c*dx**2*x - 1.1690003e-8*dx**2 + 2.69299702668024e-6*dx*x**3 - 6.4121840667174e-7*dx*x**2 - 8.122498e-7*dx*x + 7.561625e-6*dx + 0.0010032522*x + 7.685256e-5
6,6.130347e-13,23,1.60304387888531e-07,-1.02409279826895e-6*x0**2*x1 + 2.6338555e-6*x0**2*x3 - 1.8845359985358e-9*x0*x1**2 + 4.846822e-9*x0*x1*x3 - 1.80943034006376e-6*x0*x1 + 4.6536584e-6*x0*x3 + 7.5660814e-6*x1 + 2.3987768e-5,-1.8845359985358e-9*dx**2*x + 4.846822e-9*dx*w*x - 1.02409279826895e-6*dx*x**2 - 1.80943034006376e-6*dx*x + 7.5660814e-6*dx + 2.6338555e-6*w*x**2 + 4.6536584e-6*w*x + 2.3987768e-5
7,9.282434e-13,29,2.4273088878230237e-07,2.5926619352146e-6*x0**2*x1*x2*x7 - 5.39582322994848e-7*x0**2*x1 + 2.5926619352146e-6*x0**2*x3 + 4.63755442772328e-6*x0*x1*x2*x7 + 4.63755442772328e-6*x0*x3 + 7.5653256e-6*x1 + 2.4613473e-5,2.5926619352146e-6*A*dx*p_val*x**2 + 4.63755442772328e-6*A*dx*p_val*x - 5.39582322994848e-7*dx*x**2 + 7.5653256e-6*dx + 2.5926619352146e-6*w*x**2 + 4.63755442772328e-6*w*x + 2.4613473e-5
8,2.8985026e-13,35,7.579410588496394e-08,1.06607955910327e-5*x0**3*x1*x2 - 1.64212176605799e-6*x0**2*x1*x2 + x0**2*x6 - 2.57986471960047e-6*x0*x1**2*x6 - 2.76286702728102e-6*x0*x1*x2 + 4.6487603e-6*x0*x3 + 7.5574235e-6*x1 + 2.4152518e-5,1.06607955910327e-5*A*dx*x**3 - 1.64212176605799e-6*A*dx*x**2 - 2.76286702728102e-6*A*dx*x - 2.57986471960047e-6*A_val*dx**2*x + A_val*x**2 + 7.5574235e-6*dx + 4.6487603e-6*w*x + 2.4152518e-5
9,2.7079898e-13,35,7.081234712448342e-08,-4.94281975820754e-8*x0**4*x1**2*x2 - 7.7770594e-8*x0**4*x1*x2*x3 + 2.44241035558237e-8*x0**3*x1**2*x2 + 3.8429016925002e-8*x0**3*x1*x2*x3 - 2.47140987910377e-8*x0*x1**2*x2**2 - 3.8885297e-8*x0*x1*x2**2*x3 + 0.0010026869*x0 - 3.8885297e-8*x1**2*x2 + 2.518482e-5*x1*x2 + 7.706064e-5,-2.47140987910377e-8*A**2*dx**2*x - 3.8885297e-8*A**2*dx*w*x - 4.94281975820754e-8*A*dx**2*x**4 + 2.44241035558237e-8*A*dx**2*x**3 - 3.8885297e-8*A*dx**2 - 7.7770594e-8*A*dx*w*x**4 + 3.8429016925002e-8*A*dx*w*x**3 + 2.518482e-5*A*dx + 0.0010026869*x + 7.706064e-5
