ID,set_equation,picked_equation,loss,complexity,MSE,%diff_to_set_coeff_0,%diff_to_set_coeff_1,%diff_to_set_coeff_2,%diff_to_set_coeff_3,bad_equation
0,72.57832653896361 + 8.043858333835985*x0 + 62.27543718550746*x0**2 + 12.126919498866911*x0**3,74.31771*3.3257415**x0 - 89.457290270253*x0,63.58119,9,4889.33947819881,-100.000000000000,-1212.11916666852,-100.000000000000,-100.000000000000,1
1,81.03575249476043 + -55.06308827857822*x0 + -95.51553177797946*x0**2 + 10.19628676899842*x0**3,-95.51138*x0**2 - 47.3514438148328*x0 + 80.9547837941366,23.234917,9,3260.500500045811,-0.0999172564345139,-14.0051070596154,-0.00434670456435237,-100.000000000000,1
2,-75.49291007814696 + 48.67880959070055*x0 + -44.15742735300947*x0**2 + -26.53674086873812*x0**3,-75.4990498381614*2.8478696**x0 + 119.0584*x0,14.311552,9,4146.032464457554,-100.000000000000,144.579522385742,-100.000000000000,-100.000000000000,1
3,6.663085782279879 + -96.68689434495445*x0 + -98.83417805017886*x0**2 + -50.282680171128156*x0**3,65.46352 - 61.731747*4.9766045**x0,10.111947,7,3140.3932623623114,882.480522374434,-100.000000000000,-100.000000000000,-100.000000000000,1
4,48.46949750244647 + 46.780853357329136*x0 + 37.58783622068785*x0**2 + 6.819155507138447*x0**3,20.798333310108*(0.489028092365474*x0 + 1)**4.2425876 + 28.967892,51.857674,7,1655.8224237398526,-40.2348002503268,-100.000000000000,-100.000000000000,-100.000000000000,1
5,93.70458396002783 + -24.422334940489534*x0 + -35.331940741899245*x0**2 + 26.99246747544244*x0**3,26.051619*x0**3 - 34.3835077073037*x0**2 - 23.1058460362709*x0 + 93.127727918938,22.698565,13,336.2915219741743,-0.615611335872212,-5.39051203509653,-2.68435023573676,-3.48559640313883,0
6,-91.40104378932989 + 28.83555807284273*x0 + -94.00406224605484*x0**2 + -75.50397130975732*x0**3,7.114106*70.44464**x0*x0 - 10.0384652714794*70.44464**x0 + 59.822193*x0 - 84.4129967833257,26.097832,11,7187.243302595265,-7.64547834060947,24.6712963974158*70.44464**x0 + 107.459806565493,-100.000000000000,-100.000000000000,1
7,-56.17917786227187 + -33.745660517061964*x0 + -36.89516335537928*x0**2 + 83.71397820992573*x0**3,83.26246*x0**3 - 36.9270725306676*x0**2 - 33.3569301624003*x0 - 56.256435,4.7195024,13,16.44627107912702,0.137519167541994,-1.15194175697078,0.0864860658861056,-0.539358204663827,0
8,52.2392869864764 + 91.21258647695294*x0 + -82.69934383415516*x0**2 + 26.621689634755484*x0**3,101.144739322216 - 52.0111461966745*0.20483364**x0,27.394997,7,8603.78655625255,93.6181467185796,-100.000000000000,-100.000000000000,-100.000000000000,1
9,-29.802593958716002 + -4.873983612610061*x0 + -38.059679096548216*x0**2 + -2.6651662766637827*x0**3,-38.00968*x0**2 - 6.8271763304304*x0 - 29.812067,2.3721995,9,223.47720034177976,0.0317859623129417,40.0738466327011,-0.131370252548312,-100.000000000000,1
10,-47.76857083498065 + 12.309631244839323*x0 + 23.815020456865653*x0**2 + 17.894992130906303*x0**3,17.949587*x0**3 + 23.84702*x0**2 + 12.273176*x0 - 47.79107,0.09670897,13,0.27301636430640003,0.0471003520224041,-0.296152208902338,0.134367061293546,0.305084621967549,0
11,14.720967656257812 + 67.0065843008228*x0 + -54.271826883225316*x0**2 + -57.59200409274246*x0**3,-57.412045*x0**3 - 54.485110051446*x0**2 + 66.89179*x0 + 14.919582,2.281353,13,15.427728549546025,1.34919353387586,-0.171317941394282,0.392990581797804,-0.312472357191569,0
12,-47.19012352617449 + 2.5529169185158196*x0 + -3.385314486507852*x0**2 + 91.22497311830676*x0**3,94.17767*x0**3 - 48.756046,5.932836,9,1774.2166173496248,3.31832671079353,-100.000000000000,-100.000000000000,3.23671992521607,1
13,9.60389448431252 + -5.353170832916348*x0 + -78.42013915147774*x0**2 + 79.94052876989122*x0**3,79.98061*x0**3 - 78.473759311478*x0**2 - 5.423554*x0 + 9.6264981579292,0.21826918,13,1.2292024855241916,0.235359453954899,1.31479396567862,0.0683754971368904,0.0501388103450708,0
14,25.307209697911844 + -52.949898181008884*x0 + 84.19493154739428*x0**2 + -60.135238731148455*x0**3,27.3087583025741*0.12165753**x0,132.15685,5,9816.724082272063,-100.000000000000,-100.000000000000,-100.000000000000,-100.000000000000,1
15,-13.922497687810704 + 29.067638726881285*x0 + -56.386152031789294*x0**2 + -67.71580725183237*x0**3,-67.67837*x0**3 - 56.4274866391498*x0**2 + 29.0593011622731*x0 - 13.905354,0.27539948,13,0.4670036461647248,-0.123136582207608,-0.0286833226685823,0.0733063099202223,-0.0552858384943191,0
16,-60.680953494592615 + 81.35843317525394*x0 + -30.292793232831585*x0**2 + -68.58381389453962*x0**3,-67.691475*x0**3 - 30.284922*x0**2 + 80.55624*x0 - 60.78238,3.3259044,13,43.378676077859616,0.167147184686917,-0.985998800549577,-0.0259838462933559,-1.30109255211697,0
17,29.66275133015148 + 98.61127713892486*x0 + 38.13511331445568*x0**2 + -84.73506811940355*x0**3,-85.8873*x0**3 + 38.81688*x0**2 + 99.875988181962*x0 + 28.9400210818548,20.135504,13,327.2783072956065,-2.43649093859356,1.28252171529569,1.78776625081086,1.35980522134329,0
18,-37.195498551266404 + 93.30242921648576*x0 + -27.37887360974902*x0**2 + -75.60170105753228*x0**3,-75.62705*x0**3 - 27.3802705326175*x0**2 + 93.33752*x0 - 37.1968,0.11293274,13,0.153941544748169,0.00349894149638996,0.0376097212140269,0.00510219261898001,0.0335295927381650,0
19,-85.67639483511942 + 24.611794309453046*x0 + -68.64912480656709*x0**2 + -23.489784029877356*x0**3,-91.61079*1.9898943**x0*x0 + 115.132199292423*x0 - 86.64305,17.49359,11,304.0061828468362,1.12826311931176,367.792790094147 - 372.223125417612*1.9898943**x0,-100.000000000000,-100.000000000000,1
20,57.24479157684556 + -58.129098644716514*x0 + 22.37951061230801*x0**2 + 45.452711965109444*x0**3,51.378067**x0 + (x0 + 4.4611177)**(2.694464 - x0),31.910751,11,7884.806244936854,-100.000000000000,-100.000000000000,-100.000000000000,-100.000000000000,1
21,-54.67254625262361 + 20.752482319346413*x0 + 3.144127201484096*x0**2 + -89.93440388501375*x0**3,-89.75607*x0**3 + 3.0283347969327*x0**2 + 20.63602*x0 - 54.64533,0.83200926,13,3.773556416988505,-0.0497804739107137,-0.561197053703031,-3.68281552020986,-0.198293286339860,0
22,31.662007063709154 + 21.409305298448047*x0 + -60.56000924020708*x0**2 + 33.022702162161636*x0**3,-35.609783*0.1909753**x0 - 35.609783*x0 + 65.7095253982563,4.3916106,9,1421.5131588750667,107.534302124429,-266.328530999001,-100.000000000000,-100.000000000000,1
23,-45.12288358573395 + 25.992568473973705*x0 + 61.868052006973414*x0**2 + -55.365842630978705*x0**3,-56.34535*x0**3 + 61.749381807685*x0**2 + 26.798744*x0 - 44.987606,5.6064734,13,40.23131121339576,-0.299798184388911,3.10156161301841,-0.191811759767438,1.76915463122246,0
24,26.28398093386717 + 61.8737729987956*x0 + 36.212186363175846*x0**2 + -42.71429720396576*x0**3,0.023302251**x0 + (x0 + 1.9453378)**(5.9109545 - 1.8349613**x0),18.582184,13,2979.6686045874776,-100.000000000000,-100.000000000000,-100.000000000000,-100.000000000000,1
25,30.627698122628715 + 16.01986353035673*x0 + -33.1562207570596*x0**2 + 76.81559120049857*x0**3,77.23136*x0**3 - 32.8934563918208*x0**2 + 15.41534*x0 + 30.443039,17.927158,13,59.855192361644,-0.602915445651085,-3.77358726690269,-0.792503968302401,0.541255743793225,0
26,22.356632409416193 + 6.445880673187943*x0 + 39.84152766827867*x0**2 + -92.84173315365642*x0**3,-85.356575*x0**3 + 40.6457997823753*x0**2 + 21.648003,56.445263,11,2281.12695006124,-3.16966078092214,-100.000000000000,2.01867790008699,-8.06227749030515,1
27,81.23481387444573 + 45.718326856025584*x0 + 14.991120051876436*x0**2 + 90.20387706257961*x0**3,88.08636*x0**3 + 46.4925921273384*x0 + 88.23328,166.43437,11,28665.811245789337,8.61510698648352,1.69355557072572,-100.000000000000,-2.34747899041032,1
28,-8.893149895445646 + -58.32412778203946*x0 + 14.305667687769358*x0**2 + 82.80908594629594*x0**3,83.10542*x0**3 + 12.9358805250376*x0**2 - 58.248825*x0 - 9.066795413871,3.1234248,11,1017.9586558464655,1.95257608908945,-0.129110858409877,-9.57513618118543,0.357852100790291,0
29,-71.7034780648035 + -32.38782655602999*x0 + -85.04510070096627*x0**2 + 12.148956095905092*x0**3,-85.54294*x0**2 - 23.1481026258916*x0 - 71.36022,16.037218,9,4665.628988304366,-0.478718848886634,-28.5283852380583,0.585382690984423,-100.000000000000,1
