num_terms_removed,MSE,actual_eqn,removed_terms,full_eqn
0,3.647650272652286e-07,8.261849e-6*dx*x + 1.34802790315002e-5*dx + 4.0768704e-5*x**2 + 5.08829107016519e-5*x + 5.74698304043863e-7,[],8.261849e-6*dx*x + 1.34802790315002e-5*dx + 4.0768704e-5*x**2 + 5.08829107016519e-5*x + 5.74698304043863e-7
1,1.6492102949386096e-06,8.261849e-6*dx*x + 1.34802790315002e-5*dx + 5.08829107016519e-5*x + 5.74698304043863e-7,[x**2],8.261849e-6*dx*x + 1.34802790315002e-5*dx + 4.0768704e-5*x**2 + 5.08829107016519e-5*x + 5.74698304043863e-7
2,6.992963554350905e-06,1.34802790315002e-5*dx + 5.08829107016519e-5*x + 5.74698304043863e-7,"[x**2, dx*x]",8.261849e-6*dx*x + 1.34802790315002e-5*dx + 4.0768704e-5*x**2 + 5.08829107016519e-5*x + 5.74698304043863e-7
