,complexity,loss,equation,score,sympy_format,lambda_format
0,1,3269.252,-107.397995,0.0,-107.397995000000,PySRFunction(X=>-107.397995000000)
1,3,3190.407,-107.390854 + x0,0.012206358850086387,x0 - 107.390854,PySRFunction(X=>x0 - 107.390854)
2,5,1.5180361,-91.98007 / (2.2178798 ^ x0),3.825243156932759,-91.98007/2.2178798**x0,PySRFunction(X=>-91.98007/2.2178798**x0)
3,7,1.2013798,(-97.935616 / (2.1302583 ^ x0)) + 5.415744,0.11697336520329916,5.415744 - 97.935616/2.1302583**x0,PySRFunction(X=>5.415744 - 97.935616/2.1302583**x0)
4,9,0.7291117,((2.3660314 - x0) / (x0 + 2.8389773)) * -111.65092,0.24969953234614625,(2.3660314 - x0)*(-111.65092)/(x0 + 2.8389773),PySRFunction(X=>(2.3660314 - x0)*(-111.65092)/(x0 + 2.8389773))
5,11,0.6249782,(8.906782 ^ x0) + (-15.474801 - (78.453445 / (2.4032583 ^ x0))),0.07705508736850321,8.906782**x0 - 15.474801 - 78.453445/(2.4032583**x0),PySRFunction(X=>8.906782**x0 - 15.474801 - 78.453445/(2.4032583**x0))
6,13,0.6006615,-15.129581 + ((8.879328 ^ x0) - ((x0 - -78.67729) / (2.433074 ^ x0))),0.01984261060936473,8.879328**x0 - 15.129581 - (x0 - 1*(-78.67729))/(2.433074**x0),PySRFunction(X=>8.879328**x0 - 15.129581 - (x0 - 1*(-78.67729))/(2.433074**x0))
7,23,0.60061723,x0 + ((9.332255 ^ x0) + (((-16.542147 - (x0 - (-82.35513 / (2.3651085 ^ x0)))) - (x0 + -5.0920734)) - (x0 - 0.019578427))),7.370479292509934e-06,9.332255**x0 + x0 - (x0 - 5.0920734) - (x0 - 1*0.019578427) - (x0 - (-1)*82.35513/(2.3651085**x0)) - 16.542147,PySRFunction(X=>9.332255**x0 + x0 - (x0 - 5.0920734) - (x0 - 1*0.019578427) - (x0 - (-1)*82.35513/(2.3651085**x0)) - 16.542147)
8,25,0.60055983,((x0 + ((9.332255 ^ x0) + (((-16.542147 - (x0 - (-82.35513 / (2.3651085 ^ x0)))) - (x0 + -5.0920734)) - x0))) - 0.019578427) + 0.044764575,4.7786460427111184e-05,9.332255**x0 - x0 + x0 - (x0 - 5.0920734) - (x0 - (-1)*82.35513/(2.3651085**x0)) - 16.542147 - 1*0.019578427 + 0.044764575,PySRFunction(X=>9.332255**x0 - x0 + x0 - (x0 - 5.0920734) - (x0 - (-1)*82.35513/(2.3651085**x0)) - 16.542147 - 1*0.019578427 + 0.044764575)
9,27,0.600081,((x0 + ((9.332255 ^ x0) + (((-16.542147 - (x0 - (-82.35513 / (2.3651085 ^ x0)))) - (x0 + -5.0920734)) - x0))) + (x0 * -0.040786635)) + 0.012781196,0.00039881204555250655,9.332255**x0 - x0 + x0*(-0.040786635) + x0 - (x0 - 5.0920734) - (x0 - (-1)*82.35513/(2.3651085**x0)) - 16.542147 + 0.012781196,PySRFunction(X=>9.332255**x0 - x0 + x0*(-0.040786635) + x0 - (x0 - 5.0920734) - (x0 - (-1)*82.35513/(2.3651085**x0)) - 16.542147 + 0.012781196)
