num_terms_removed,MSE,actual_eqn,removed_terms,full_eqn
0,4.232114313492954e-07,-3.61037724779669e-6*dx**2*x**3 + 2.6819444e-7*dx**2*x + 7.03461896298543e-5*dx*x**4 + 3.8585107263356e-6*dx*x**2 + 1.73054661604408e-6*dx*x + 8.673402e-6*dx + 0.00175936559890853*x**5 + 2.489735685956e-5*x**2 + 0.00012478414783998*x + 6.491621e-6,[],-3.61037724779669e-6*dx**2*x**3 + 2.6819444e-7*dx**2*x + 7.03461896298543e-5*dx*x**4 + 3.8585107263356e-6*dx*x**2 + 1.73054661604408e-6*dx*x + 8.673402e-6*dx + 0.00175936559890853*x**5 + 2.489735685956e-5*x**2 + 0.00012478414783998*x + 6.491621e-6
1,9.650905005084833e-07,-3.61037724779669e-6*dx**2*x**3 + 2.6819444e-7*dx**2*x + 7.03461896298543e-5*dx*x**4 + 3.8585107263356e-6*dx*x**2 + 1.73054661604408e-6*dx*x + 8.673402e-6*dx + 2.489735685956e-5*x**2 + 0.00012478414783998*x + 6.491621e-6,[x**5],-3.61037724779669e-6*dx**2*x**3 + 2.6819444e-7*dx**2*x + 7.03461896298543e-5*dx*x**4 + 3.8585107263356e-6*dx*x**2 + 1.73054661604408e-6*dx*x + 8.673402e-6*dx + 0.00175936559890853*x**5 + 2.489735685956e-5*x**2 + 0.00012478414783998*x + 6.491621e-6
2,1.4311643249896224e-06,-3.61037724779669e-6*dx**2*x**3 + 2.6819444e-7*dx**2*x + 3.8585107263356e-6*dx*x**2 + 1.73054661604408e-6*dx*x + 8.673402e-6*dx + 2.489735685956e-5*x**2 + 0.00012478414783998*x + 6.491621e-6,"[x**5, dx*x**4]",-3.61037724779669e-6*dx**2*x**3 + 2.6819444e-7*dx**2*x + 7.03461896298543e-5*dx*x**4 + 3.8585107263356e-6*dx*x**2 + 1.73054661604408e-6*dx*x + 8.673402e-6*dx + 0.00175936559890853*x**5 + 2.489735685956e-5*x**2 + 0.00012478414783998*x + 6.491621e-6
3,1.603466946726046e-06,2.6819444e-7*dx**2*x + 3.8585107263356e-6*dx*x**2 + 1.73054661604408e-6*dx*x + 8.673402e-6*dx + 2.489735685956e-5*x**2 + 0.00012478414783998*x + 6.491621e-6,"[x**5, dx*x**4, dx**2*x**3]",-3.61037724779669e-6*dx**2*x**3 + 2.6819444e-7*dx**2*x + 7.03461896298543e-5*dx*x**4 + 3.8585107263356e-6*dx*x**2 + 1.73054661604408e-6*dx*x + 8.673402e-6*dx + 0.00175936559890853*x**5 + 2.489735685956e-5*x**2 + 0.00012478414783998*x + 6.491621e-6
4,2.2538479864728847e-06,3.8585107263356e-6*dx*x**2 + 1.73054661604408e-6*dx*x + 8.673402e-6*dx + 2.489735685956e-5*x**2 + 0.00012478414783998*x + 6.491621e-6,"[x**5, dx*x**4, dx**2*x**3, dx**2*x]",-3.61037724779669e-6*dx**2*x**3 + 2.6819444e-7*dx**2*x + 7.03461896298543e-5*dx*x**4 + 3.8585107263356e-6*dx*x**2 + 1.73054661604408e-6*dx*x + 8.673402e-6*dx + 0.00175936559890853*x**5 + 2.489735685956e-5*x**2 + 0.00012478414783998*x + 6.491621e-6
5,2.9298139391471196e-06,1.73054661604408e-6*dx*x + 8.673402e-6*dx + 2.489735685956e-5*x**2 + 0.00012478414783998*x + 6.491621e-6,"[x**5, dx*x**4, dx**2*x**3, dx**2*x, dx*x**2]",-3.61037724779669e-6*dx**2*x**3 + 2.6819444e-7*dx**2*x + 7.03461896298543e-5*dx*x**4 + 3.8585107263356e-6*dx*x**2 + 1.73054661604408e-6*dx*x + 8.673402e-6*dx + 0.00175936559890853*x**5 + 2.489735685956e-5*x**2 + 0.00012478414783998*x + 6.491621e-6
6,2.694243124785394e-06,1.73054661604408e-6*dx*x + 8.673402e-6*dx + 0.00012478414783998*x + 6.491621e-6,"[x**5, dx*x**4, dx**2*x**3, dx**2*x, dx*x**2, x**2]",-3.61037724779669e-6*dx**2*x**3 + 2.6819444e-7*dx**2*x + 7.03461896298543e-5*dx*x**4 + 3.8585107263356e-6*dx*x**2 + 1.73054661604408e-6*dx*x + 8.673402e-6*dx + 0.00175936559890853*x**5 + 2.489735685956e-5*x**2 + 0.00012478414783998*x + 6.491621e-6
7,2.2637068867142705e-06,8.673402e-6*dx + 0.00012478414783998*x + 6.491621e-6,"[x**5, dx*x**4, dx**2*x**3, dx**2*x, dx*x**2, x**2, dx*x]",-3.61037724779669e-6*dx**2*x**3 + 2.6819444e-7*dx**2*x + 7.03461896298543e-5*dx*x**4 + 3.8585107263356e-6*dx*x**2 + 1.73054661604408e-6*dx*x + 8.673402e-6*dx + 0.00175936559890853*x**5 + 2.489735685956e-5*x**2 + 0.00012478414783998*x + 6.491621e-6
