num_terms_removed,MSE,actual_eqn,removed_terms,full_eqn
0,5.446540386803808e-13,-1.1464975e-8*dx**2 - 1.0930298e-5*dx*x**4 - 7.194348e-7*dx*x + 7.555857e-6*dx + 0.00100074592*x + 7.67967e-5,[],-1.1464975e-8*dx**2 - 1.0930298e-5*dx*x**4 - 7.194348e-7*dx*x + 7.555857e-6*dx + 0.00100074592*x + 7.67967e-5
1,3.1839726100471717e-12,-1.1464975e-8*dx**2 - 7.194348e-7*dx*x + 7.555857e-6*dx + 0.00100074592*x + 7.67967e-5,[dx*x**4],-1.1464975e-8*dx**2 - 1.0930298e-5*dx*x**4 - 7.194348e-7*dx*x + 7.555857e-6*dx + 0.00100074592*x + 7.67967e-5
2,1.0992151303420043e-09,-7.194348e-7*dx*x + 7.555857e-6*dx + 0.00100074592*x + 7.67967e-5,"[dx*x**4, dx**2]",-1.1464975e-8*dx**2 - 1.0930298e-5*dx*x**4 - 7.194348e-7*dx*x + 7.555857e-6*dx + 0.00100074592*x + 7.67967e-5
3,1.118835713318029e-09,7.555857e-6*dx + 0.00100074592*x + 7.67967e-5,"[dx*x**4, dx**2, dx*x]",-1.1464975e-8*dx**2 - 1.0930298e-5*dx*x**4 - 7.194348e-7*dx*x + 7.555857e-6*dx + 0.00100074592*x + 7.67967e-5
