MSE,picked_equation,coeff A,coeff B,coeff C,coeff D
0.004467757264296388,0.299791538901415*sin(226.203834030565*x0 - 1.58242902181405) - 0.050229948540937,0.2997915389014146,226.20383403056476,-1.5824290218140453,-0.05022994854093698
