ID,set_equation,picked_equation,loss,complexity,MSE,%diff_to_set_coeff_0,%diff_to_set_coeff_1,%diff_to_set_coeff_2,%diff_to_set_coeff_3,bad_equation
0,-28.756785948500664 + 48.96740457235174*x0 + -81.53217948653244*x0**2 + -6.565894175501214*x0**3,49.115795*x1 - 81.61164*x2 - 6.7050505*x3 - 28.709335,0.18589705,13,2.43434003286028,-0.165007830101883,0.303039192998283,0.0974590817613032,2.11938116544748,0
1,-59.89138984882596 + -52.27901851306307*x0 + -94.64282824906351*x0**2 + -50.822008102430715*x0**3,-52.413742*x1 - 94.80276*x2 - 50.582954*x3 - 59.783743090104,1.0913739,13,6.769603198658353,-0.179736618224552,0.257700872680431,0.168984543145324,-0.470375160991091,0
2,2.233390656459221 + -46.58315002024753*x0 + 34.73259077164957*x0**2 + -90.32434230947052*x0**3,-47.14722*x1 + 37.67675*x2 - 89.66525*x3,13.725531,11,1686.6772584700013,-100.000000000000,1.21088844251042,8.47664733018878,-0.729695110552072,1
3,-31.32521416053895 + 73.86851471391543*x0 + 39.90547566247261*x0**2 + -23.145930678910844*x0**3,74.122246*x1 + 40.056843*x2 - 23.609749*x3 - 31.35061,1.4497354,13,16.619738472061336,0.0810715589393897,0.343490439827098,0.379314705600005,2.00388710881157,0
4,-60.20135254938901 + -93.65614284946955*x0 + -96.94812776557542*x0**2 + 48.64902513937088*x0**3,-93.61073*x1 - 97.11561*x2 + 48.528526*x3 - 60.162846,0.7041863,13,6.90048526231351,-0.0639629306624210,-0.0484889171044905,0.172754480447071,-0.247690758500647,0
5,-85.98291198890323 + -59.94072672203783*x0 + 15.457943787705915*x0**2 + -26.192360876336963*x0**3,-60.01074*x1 + 15.441538*x2 - 26.075575*x3 - 85.984634,0.0996718,13,0.7148227287427319,0.00200273642394946,0.116804186053399,-0.106131759380334,-0.445877623969630,0
6,76.97813210845541 + -55.688343112594566*x0 + -0.2639272365653369*x0**2 + 1.2690582635442667*x0**3,76.9183 - 54.54811*x1,7.4492607,5,82.2161173639399,-0.0777261110611413,-2.04752565593335,-100.000000000000,-100.000000000000,1
7,-52.21608922583183 + -70.5748487317378*x0 + -85.41015321062082*x0**2 + 75.11363094315931*x0**3,-70.59877*x1 - 85.306*x2 + 75.14207*x3 - 52.2804,0.68129975,13,1.537197888414464,0.123162755238198,0.0338948912992032,-0.121944765002331,0.0378613794641573,0
8,-19.792934914457845 + -3.368210887182329*x0 + -51.972438391868266*x0**2 + -26.889300496822216*x0**3,-3.9968023*x1 - 52.04714*x2 - 26.02357*x3 - 19.753775,0.1716526,13,24.379809477795167,-0.197847942344517,18.6624719731703,0.143733121714414,-3.21960958755520,0
9,49.617346222093005 + 60.198847713085314*x0 + 82.87931648179756*x0**2 + -41.901834932201744*x0**3,60.362694*x1 + 82.84168*x2 - 41.936302*x3 + 49.532482,9.385493,13,20.5942001043768,-0.171037406380303,0.272175121516601,-0.0454111874894971,0.0822567027291814,0
10,-63.46875667244811 + -17.491917109047293*x0 + 61.70782430108724*x0**2 + -55.13676271348154*x0**3,-17.667194*x1 + 61.744675*x2 - 54.966427*x3 - 63.5424514807025,2.0642476,13,5.265795721441473,0.116111945653389,1.00204505806884,0.0597180330535635,-0.308933105787667,0
11,-96.30790819749603 + -43.676444998947005*x0 + -60.15136185336311*x0**2 + 7.7511703125422*x0**3,-43.847282*x1 - 59.921333*x2 + 7.9265766*x3 - 96.47823,3.2544575,13,11.458608932290819,0.176851315423328,0.391142184436287,-0.382416700595873,2.26296520893076,0
12,-94.52172968440532 + -90.74322373995372*x0 + -75.63642827849053*x0**2 + -68.90861982151286*x0**3,-90.752*x1 - 75.64508*x2 - 68.918495*x3 - 94.51479,0.044519868,13,0.1493653115698304,-0.00734189315883327,0.00967153213712768,0.0114385643351780,0.0143308319230803,0
13,-57.63973361790637 + 94.88846542745043*x0 + 59.43306788258823*x0**2 + -68.92227582256527*x0**3,94.91565*x1 + 59.472973*x2 - 68.9732*x3 - 57.66466,0.29487398,13,0.3671202852743923,0.0432451375623314,0.0286489748012175,0.0671429539706816,0.0738863840855131,0
14,43.20264374037163 + -48.05200552962183*x0 + -95.87871313590041*x0**2 + -27.777737048889435*x0**3,-47.825386*x1 - 95.738914*x2 - 28.002161*x3 + 43.199345,1.0082873,13,10.09309707538048,-0.00763550580712188,-0.471613051576231,-0.145808314826112,0.807927408613506,0
15,21.720106180722837 + 17.41092263032631*x0 + 53.860826354232614*x0**2 + 65.8360690661342*x0**3,24.687214*x1 + 56.489155*x2 + 56.489155*x3 + 20.6401701426664,13.194719,11,3701.375712043122,-4.97205690004826,41.7915323855375,4.87985206257579,-14.1972541780175,0
16,-98.97950641084041 + -91.27038782204843*x0 + -71.31838144617618*x0**2 + -73.06132647028801*x0**3,-91.27264*x1 - 71.3201675*x2 - 73.05908*x3 - 98.98142,0.014061165,15,0.008566124020054643,0.00193331855146086,0.00246758889197723,0.00250433869586476,-0.00307477347667354,0
17,-65.14779179521776 + 64.36584777942772*x0 + -4.735304206683793*x0**2 + -65.50734575262207*x0**3,64.420044*x1 - 4.877839*x2 - 65.55448*x3 - 65.05806,0.7477664,13,3.139429834396498,-0.137735743215698,0.0842002745897205,3.01004512265594,0.0719526136136256,0
18,-19.275156906257223 + -83.18145238247803*x0 + 15.398598787225964*x0**2 + 37.193847106641016*x0**3,-83.28925*x1 + 15.341472*x2 + 37.280506*x3 - 19.233717,0.72466743,13,1.725982754785472,-0.214991278456322,0.129593334132111,-0.370986919104319,0.232992551457560,0
19,47.333897853608164 + -28.508146062643846*x0 + 46.80119573063607*x0**2 + -34.0191334349567*x0**3,47.253757*x0 - 30.883368*x1 + 47.253757*x2 - 30.883368*x3,10.572005,11,353.1904952815138,99.8306903567164*x0 - 100.0,8.33173062933254,0.966986553011693,-9.21765229838133,1
20,60.52085952687861 + -22.957887993644192*x0 + 1.7385152286191357*x0**2 + -62.32845471505441*x0**3,-23.001719*x1 - 62.352333*x3 + 61.261086,8.812313,9,394.416322446994,1.22309312674688,0.190919157580800,-100.000000000000,0.0383104074290829,1
21,90.42499459900327 + 45.851530739615214*x0 + -83.69030423909612*x0**2 + -63.65953632716994*x0**3,45.664*x1 - 83.826355*x2 - 63.286476*x3 + 90.6091226016475,3.446056,13,24.3140782872863,0.203625118763649,-0.408995592055966,0.162564543337301,-0.586024260768477,0
22,96.9870738490246 + 3.9980604366711674*x0 + 93.80140236815248*x0**2 + -32.432017786237836*x0**3,94.59464*x2 - 27.714514*x3 + 96.50346,21.4364,9,890.162356877929,-0.498637426444490,-100.000000000000,0.845656474019666,-14.5458226414752,1
23,-24.293167726080256 + -80.82454883838483*x0 + 85.8344631117238*x0**2 + 33.005676226961924*x0**3,-81.37381*x1 + 85.834785*x2 + 33.856445*x3 - 24.327143,4.6250043,13,27.681922036107625,0.139855264257156,0.679572196206711,0.000375010531342144,2.57764381855959,0
24,75.14662735245798 + -86.10289413295781*x0 + 96.40171601599073*x0**2 + -34.06727246644326*x0**3,-85.39389*x1 + 97.187096*x2 - 34.621307*x3 + 74.92534,36.2941,13,157.542288021931,-0.294474097180809,-0.823438213195238,0.814695024597894,1.62629554245200,0
