ID,set_equation,picked_equation,loss,complexity,MSE,%diff_to_set_coeff_0,%diff_to_set_coeff_1,%diff_to_set_coeff_2,%diff_to_set_coeff_3,bad_equation
0,-49.061320789206796 + -77.41504684733951*x0 + -71.35208298385646*x0**2 + -30.84582445991721*x0**3,-30.710228*x0**3 - 71.3405107008336*x0**2 - 77.5354423844724*x0 - 49.070637,0.37268862,13,0.7819536880904354,0.0189889115159149,0.155519555998345,-0.0162185636899710,-0.439594215072485,0
1,-56.71389480985647 + 90.20726460942393*x0 + 58.46570616532247*x0**2 + -98.6761900230348*x0**3,-98.85513*x0**3 + 58.5830862467202*x0**2 + 90.34853*x0 - 56.7785468941562,0.26406217,13,2.7953272446956205,0.113996904138727,0.156600902585520,0.200767405538248,0.181340581677733,0
2,77.73531470246965 + -19.37281717948254*x0 + -42.31196971933087*x0**2 + -88.4046548246878*x0**3,-111.5221*x0**3 - 43.095657*x0**2 + 77.93374,68.03656,11,18949.959305877263,0.255257598544263,-100.000000000000,1.85216449592772,26.1495791382881,1
3,1.6293808715009135 + 35.429188915922936*x0 + 19.55625294712955*x0**2 + 71.43521171353498*x0**3,-99.03658/(x0 - 1.9293302/(x0 + 0.10399915)),51.27296,9,9852.777271543067,-100.000000000000,-100.000000000000,-100.000000000000,-100.000000000000,1
4,70.17572031298133 + 54.80787651871347*x0 + 73.34046968363629*x0**2 + -57.12666187849636*x0**3,67.5238*0.24069461**x0 + 135.0476*x0,77.6625,9,21336.835961906487,-100.000000000000,146.401810429363,-100.000000000000,-100.000000000000,1
5,6.2986458815824165 + -21.746816826436373*x0 + 39.00429274017776*x0**2 + 36.410221279696714*x0**3,7.7552657*12.211824**x0 - 33.572098*x0,12.909578,9,4058.823058867825,-100.000000000000,54.3770670804028,-100.000000000000,-100.000000000000,1
6,-69.00428018603827 + -86.47601131509046*x0 + -97.91891680901206*x0**2 + -95.38889363306437*x0**3,-95.21354*x0**3 - 97.779856944202*x0**2 - 86.6117971689102*x0 - 69.059152361349,0.579552,13,3.576719154454576,0.0795199589979011,0.157021411782027,-0.142015321800686,-0.183830241012034,0
7,-36.16283530685238 + 93.68993489976103*x0 + -8.562496300658978*x0**2 + -0.3811189171949252*x0**3,-8.764159*x0**2 + 93.546906*x0 - 35.982037,6.4949675,9,26.16636686077063,-0.499956116046360,-0.152661969414374,2.35518582735622,-100.000000000000,1
8,99.23395551205846 + 58.14901956934642*x0 + 89.3425536515229*x0**2 + -93.91455664814485*x0**3,156.96298*(1.9287474 - x0)**(x0**2 - 0.6575511),136.60394,11,10905.29716310269,-100.000000000000,-100.000000000000,-100.000000000000,-100.000000000000,1
9,59.56454133446135 + 71.43829664663934*x0 + 75.19999765293326*x0**2 + -79.57781451827428*x0**3,10.6029471952024*0.060138788**x0 + 82.9737345714872*x0 + 53.0079363059756,73.65345,11,23082.851423361848,-11.0075640332219,16.1474145749954,-100.000000000000,-100.000000000000,1
10,-63.65690515357541 + 10.29850777499965*x0 + 71.94037781034885*x0**2 + 55.6531416056103*x0**3,56.748447*x0**3 + 71.7083773112066*x0**2 + 9.8671525681258*x0 - 63.707283,14.088834,13,148.3923589125043,0.0791396413367085,-4.18852144697111,-0.322489964889866,1.96809265890442,0
11,-14.922054559503621 + 74.02273808955354*x0 + 31.40254471619005*x0**2 + 87.81257189322753*x0**3,85.11597*x0**3 + 31.7411615427408*x0**2 + 75.5378*x0 - 15.36996,80.93138,13,444.9101460452923,3.00163384814268,2.04675205152979,1.07831014846442,-3.07086085179962,0
