MSE,picked_equation,coeff A,coeff B,coeff C,coeff D
0.0007969839258838155,0.299446190917175*sin(340.801395420365*x0 - 1.54046698923844) - 0.0497204606801493,0.29944619091717545,340.80139542036545,-1.540466989238436,-0.04972046068014926
